COURSE,NAME,DANISH_NAME,LANGUAGE,ECTS_POINTS,COURSE_TYPE,EXAM_TYPE,TIME_OF_WEEK,COURSE_DURATION,EXAM_AID,EXAMINER,ASSIGNMENTS,GRADE_TYPE,CAMPUS,SEMESTER_PERIOD,MAIN_RESPONSIBLE_NAME,CO_RESPONSIBLE_1_NAME,CO_RESPONSIBLE_2_NAME,CO_RESPONSIBLE_3_NAME,CO_RESPONSIBLE_4_NAME,STUDY_LINES,AVERAGE_GRADE,PERCENT_PASSED,TOTAL_STUDENTS,WORKLOAD_AVERAGE_SCORE,LEARNING_AVERAGE_SCORE,MOTIVATION_AVERAGE_SCORE,FEEDBACK_AVERAGE_SCORE
42S05,Business Models for Sustainability,Business Models for Sustainability,English,5.0,MSc,Report hand-in,['Special schedule'],DURATION_UNIQUE,Unknown data value,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Salla Marjukka Laasonen,Maria Ingeman,Ida Stub Johansson,NO_DATA,NO_DATA,['Not linked to any study lines'],8.33,100.0,15,No data,No data,No data,No data
42S06,Sustainability-Driven Innovation,Sustainability-Driven Innovation,English,5.0,MSc,Oral exam,['Special schedule'],DURATION_UNIQUE,Unknown data value,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Salla Marjukka Laasonen,Maria Ingeman,Ida Stub Johansson,NO_DATA,NO_DATA,['Not linked to any study lines'],11.36,100.0,14,No data,No data,No data,No data
42S07,Data-Based Decision Making,Data-Based Decision Making,English,5.0,MSc,Report hand-in,['Special schedule'],DURATION_UNIQUE,Unknown data value,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Salla Marjukka Laasonen,Maria Ingeman,Ida Stub Johansson,NO_DATA,NO_DATA,['Not linked to any study lines'],8.83,100.0,18,No data,No data,No data,No data
42S08,Communicating Sustainability,Communicating Sustainability,English,5.0,MSc,Report hand-in,['Special schedule'],DURATION_UNIQUE,Unknown data value,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring,Salla Marjukka Laasonen,Maria Ingeman,Ida Stub Johansson,NO_DATA,NO_DATA,['Not linked to any study lines'],7.76,100.0,17,No data,No data,No data,No data
42S09,Leading Change for Sustainability,Leading Change for Sustainability,English,5.0,MSc,Report hand-in,['Special schedule'],DURATION_UNIQUE,Unknown data value,EXAMINER_EXTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring,Salla Marjukka Laasonen,Maria Ingeman,Ida Stub Johansson,NO_DATA,NO_DATA,['Not linked to any study lines'],9.41,100.0,17,No data,No data,No data,No data
42S10,Immersive Learning Project,Immersive Learning Project,English,15.0,MSc,Report hand-in,['Special schedule'],DURATION_UNIQUE,Unknown data value,EXAMINER_EXTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring,Salla Marjukka Laasonen,Maria Ingeman,Ida Stub Johansson,NO_DATA,NO_DATA,['Not linked to any study lines'],8.94,94.4,18,No data,No data,No data,No data
42S11,Sustainable Leadership Foundations,Sustainable Leadership Foundations,English,5.0,MSc,Oral exam,['Special schedule'],DURATION_UNIQUE,Unknown data value,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Mette Harrestrup,Maria Ingeman,Ida Stub Johansson,NO_DATA,NO_DATA,['Not linked to any study lines'],No data,No data,0,No data,No data,No data,No data
42S12,Complex Problem Framing,Complex Problem Framing,English,5.0,MSc,Report hand-in,['Special schedule'],DURATION_UNIQUE,Unknown data value,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Mette Harrestrup,Maria Ingeman,Ida Stub Johansson,NO_DATA,NO_DATA,['Not linked to any study lines'],No data,No data,0,No data,No data,No data,No data
42S13,Business Models for Sustainability,Business Models for Sustainability,English,5.0,MSc,Report hand-in,['Special schedule'],DURATION_UNIQUE,Unknown data value,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Mette Harrestrup,Maria Ingeman,Ida Stub Johansson,NO_DATA,NO_DATA,['Not linked to any study lines'],No data,No data,0,No data,No data,No data,No data
42S14,Sustainability-Driven Innovation,Sustainability-Driven Innovation,English,5.0,MSc,Report hand-in,['Special schedule'],DURATION_UNIQUE,Unknown data value,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring,Mette Harrestrup,Maria Ingeman,Ida Stub Johansson,NO_DATA,NO_DATA,['Not linked to any study lines'],No data,No data,0,No data,No data,No data,No data
42S15,Sustainable Organizations and Partnerships,Sustainable Organizations and Partnerships,English,5.0,MSc,Report hand-in,['Special schedule'],DURATION_UNIQUE,Unknown data value,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring,Mette Harrestrup,Maria Ingeman,Ida Stub Johansson,NO_DATA,NO_DATA,['Not linked to any study lines'],No data,No data,0,No data,No data,No data,No data
42S16,Sustainability Data and Reporting,Sustainability Data and Reporting,English,5.0,MSc,Report hand-in,['Special schedule'],DURATION_UNIQUE,Unknown data value,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring,Mette Harrestrup,Maria Ingeman,Ida Stub Johansson,NO_DATA,NO_DATA,['Not linked to any study lines'],No data,No data,0,No data,No data,No data,No data
42S17,Change Management for Sustainability,Change Management for Sustainability,English,5.0,MSc,Report hand-in,['Special schedule'],DURATION_UNIQUE,Unknown data value,EXAMINER_EXTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Mette Harrestrup,Maria Ingeman,Ida Stub Johansson,NO_DATA,NO_DATA,['Not linked to any study lines'],No data,No data,0,No data,No data,No data,No data
42S18,Financing and Sustainability,Financing and Sustainability,English,5.0,MSc,Report hand-in,['Special schedule'],DURATION_UNIQUE,Unknown data value,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Mette Harrestrup,Maria Ingeman,Ida Stub Johansson,NO_DATA,NO_DATA,['Not linked to any study lines'],No data,No data,0,No data,No data,No data,No data
42S19,Communicating Sustainability,Communicating Sustainability,English,5.0,MSc,Report hand-in,['Special schedule'],DURATION_UNIQUE,Unknown data value,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Mette Harrestrup,Maria Ingeman,Ida Stub Johansson,NO_DATA,NO_DATA,['Not linked to any study lines'],No data,No data,0,No data,No data,No data,No data
42S20,Master Project,Master Project,English,15.0,MSc,Report hand-in,['Special schedule'],DURATION_UNIQUE,Unknown data value,EXAMINER_EXTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring,Mette Harrestrup,Maria Ingeman,Ida Stub Johansson,NO_DATA,NO_DATA,['Not linked to any study lines'],No data,No data,0,No data,No data,No data,No data
46000,Introduction to Wind Energy,Introduktion til vindenergi,English,5.0,BSc,Written exam,"['F3A (Spring, Tues 8-12)']",DURATION_13_WEEKS,All aid,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring,Fabio Pierella,Henrik Bredmose,NO_DATA,NO_DATA,NO_DATA,"['BEng, Arctic Civil Engineering', 'BEng, Electrical Energy Technology', 'BSc, General Engineering']",7.5,92.9,368,3.35,4.37,4.21,4.48
46015,Digital energy societies,Digitale energisamfund,Danish,10.0,BSc,Report hand-in,"['E2B (Autumn, Thurs 8-12)', '3-week January']",DURATION_16_WEEKS,All aid,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn + January,Johannes Tilman Gabriel Weckesser,NO_DATA,NO_DATA,NO_DATA,NO_DATA,"['BSc, Design of Sustainable Energy Systems', 'BSc, Sustainable Energy Design']",8.29,94.7,169,3.16,4.2,4.13,3.67
46020,Design project: Energy conversion and storage,Designprojekt: Energikonvertering og lagring,Danish,5.0,BSc,Written exam,"['F3A (Spring, Tues 8-12)']",DURATION_13_WEEKS,No computers,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring,Joachim Teich Holbøll,Jonas Kjær Jensen,NO_DATA,NO_DATA,NO_DATA,"['BSc, Design of Sustainable Energy Systems', 'BSc, Sustainable Energy Design']",8.56,92.4,105,3.32,3.79,3.92,3.8
46025,Introduction to renewable energy technologies,Introduktion til bæredygtige energiteknologier,Danish,5.0,BSc,Report hand-in,"['F5A (Spring, Wed 8-12)']",DURATION_13_WEEKS,All aid,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring,Asger Bech Abrahamsen,Sune Thorsteinsson,Chresten Træholt,NO_DATA,NO_DATA,"['BEng, Electrical Energy Technology', 'BSc, Design of Sustainable Energy Systems', 'BSc, Sustainable Energy Design']",8.95,98.2,111,2.95,4.1,3.75,3.35
46030,Electrical energy systems,Elektriske energisystemer,Danish,5.0,BSc,Written exam,"['E2A (Autumn, Mon 13-17)']",DURATION_13_WEEKS,All aid,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Joachim Teich Holbøll,Oscar Saborío-Romano,Jan Engelhardt,NO_DATA,NO_DATA,"['BSc, Design of Sustainable Energy Systems', 'BSc, Sustainable Energy Design']",6.89,86.3,146,3.1,4.1,3.62,4.04
46035,Energy management with embedded systems,Energistyring med indlejrede systemer,English,5.0,BSc,Report hand-in,['3-week January'],DURATION_3_WEEKS,All aid,EXAMINER_INTERNAL,Mandatory experiments,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,January,Yi Zong,Bruno Flangini Laurini,Lisa Marie Dannappel,NO_DATA,NO_DATA,"['BSc, Design of Sustainable Energy Systems', 'BSc, Sustainable Energy Design']",10.79,99.3,136,2.97,4.21,4.08,3.21
46040,Introduction to energy analytics,Introduktion til energianalyse,English,5.0,BSc,Written exam,"['F5B (Spring, Wed 13-17)']",DURATION_13_WEEKS,All aid,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring,Charalampos Ziras,Spyridon Chatzivasileiadis,Panagiotis Pediaditis,NO_DATA,NO_DATA,"['BSc, Design of Sustainable Energy Systems', 'BSc, General Engineering', 'BSc, Sustainable Energy Design']",7.66,91.5,189,3.69,3.85,3.4,3.72
46045,Design and Implementation of Coordinated Distributed Energy Systems,Design og implementering af koordineret styring for distribuerede energisystemer,English,5.0,BSc,Report hand-in,['3-week June'],DURATION_3_WEEKS,Unknown data value,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,June,Kai Heussen,NO_DATA,NO_DATA,NO_DATA,NO_DATA,"['BEng, Electrical Energy Technology', 'BSc, Design of Sustainable Energy Systems', 'BSc, Sustainable Energy Design']",9.09,100.0,53,4.1,4.33,3.95,3.67
46050,Innovative energy solutions,Innovative energiløsninger,English,10.0,BSc,Report hand-in,"['Special schedule', '3-week January']",DURATION_UNIQUE,Unknown data value,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring + January,Joachim Teich Holbøll,Francesco Pastorelli,NO_DATA,NO_DATA,NO_DATA,"['BSc, Design of Sustainable Energy Systems', 'BSc, Sustainable Energy Design']",10.15,98.9,88,3.32,3.85,3.81,3.62
46055,General electrical engineering,Almen Elektroteknik,English,5.0,BSc,Written exam,"['F1B (Spring, Thurs 13-17)']",DURATION_13_WEEKS,All aid,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring,Tomislav Dragicevic,Pere Izquierdo Gomez,Miguel Enrique Lopez Gajardo,NO_DATA,NO_DATA,"['BSc, General Engineering']",5.91,91.3,115,3.25,4.28,4.04,4.12
46060,Hybrid power plant design project,Projekt i design af hybrid kraftværk,English,5.0,BSc,Oral exam,['3-week June'],DURATION_3_WEEKS,All aid,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,No data available,June,Kaushik Das,Megha Gupta,Aeishwarya Umesh Baviskar,Rujie Zhu,NO_DATA,"['BSc, General Engineering', 'BSc, Sustainable Energy Design']",8.89,100.0,9,2.33,4.33,3.67,2.67
46100,Introduction to Micrometeorology for Wind Energy,Introduktion til mikrometeorologi for vindenergi,English,5.0,MSc,Oral exam,"['E2B (Autumn, Thurs 8-12)']",DURATION_13_WEEKS,No aid,EXAMINER_INTERNAL,Mandatory exercises,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Mark Charles Kelly,NO_DATA,NO_DATA,NO_DATA,NO_DATA,"['MSc, Sustainable Energy', 'MSc, Sustainable Energy Technologies', 'MSc, Wind Energy']",8.57,96.4,165,4.2,4.01,3.48,4.34
46110,Fundamentals of Aerodynamics,Grundlæggende Aerodynamik,English,5.0,MSc,Oral exam,"['F4A (Spring, Tues 13-17)']",DURATION_13_WEEKS,All aid,EXAMINER_EXTERNAL,Mandatory exercises,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring,Jens Nørkær Sørensen,Hamid Sarlak,NO_DATA,NO_DATA,NO_DATA,"['MSc, Mechanical Engineering', 'MSc, Sustainable Energy', 'MSc, Wind Energy']",8.47,95.8,238,3.96,4.13,3.79,4.09
46115,Turbulence modeling,Turbulensmodellering CFD,English,5.0,MSc,Oral exam,"['E4A (Autumn, Tues 13-17)']",DURATION_13_WEEKS,No aid,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Hamid Sarlak,Jens Nørkær Sørensen,NO_DATA,NO_DATA,NO_DATA,"['MSc, Sustainable Energy', 'MSc, Wind Energy']",8.45,98.5,68,4.37,3.89,3.44,3.48
46120,Scientific Programming for Wind Energy,Videnskabelig Programmering for Vindenergi,English,5.0,MSc,Written exam,"['F2B (Spring, Thurs 8-12)']",DURATION_13_WEEKS,No aid,EXAMINER_INTERNAL,Mandatory reports,PASS_OR_FAIL,CAMPUS_LYNGBY,Spring,Jennifer Marie Rinker,Ju Feng,NO_DATA,NO_DATA,NO_DATA,"['MSc, Sustainable Energy Systems', 'MSc, Sustainable Energy Technologies']",No data,No data,0,No data,No data,No data,No data
46200,Planning and Development of Wind Farms,Planlægning og udvikling af vindmølleparker,English,5.0,MSc,Written exam,['3-week January'],DURATION_3_WEEKS,All aid,EXAMINER_EXTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,January,Niels-Erik Clausen,Rogier Ralph Floors,Thomas Henry Christopher Cronin,NO_DATA,NO_DATA,"['BEng, Electrical Energy Technology', 'MSc, Sustainable Energy', 'MSc, Sustainable Energy Systems', 'MSc, Sustainable Energy Technologies', 'MSc, Wind Energy']",8.84,95.6,612,3.75,4.54,4.38,4.1
46205,Feasibility studies of energy projects,Feasibility-studier af energiprojekter,English,5.0,MSc,Written exam,"['E3A (Autumn, Tues 8-12)']",DURATION_13_WEEKS,All aid,EXAMINER_INTERNAL,Mandatory exercises,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Lena Heike Kitzing,Thomas Henry Christopher Cronin,NO_DATA,NO_DATA,NO_DATA,"['MSc, Sustainable Energy', 'MSc, Sustainable Energy Systems', 'MSc, Sustainable Energy Technologies', 'MSc, Technology Entrepreneurship']",9.16,98.1,676,4.03,4.36,4.12,3.51
46211,Offshore Wind Energy,Offshore vindenergi,English,10.0,MSc,Written exam,"['E4A (Autumn, Tues 13-17)', 'E4B (Autumn, Fri 8-12)']",DURATION_13_WEEKS,All aid,EXAMINER_EXTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Henrik Bredmose,Fabio Pierella,NO_DATA,NO_DATA,NO_DATA,"['MSc, Ocean Engineering', 'MSc, Sustainable Energy', 'MSc, Sustainable Energy Technologies', 'MSc, Wind Energy']",6.32,82.6,305,4.23,4.7,4.31,4.49
46215,Socio-technical dimensions of Renewable Energy,Socio-tekniske dimensioner af bæredygtig energi,English,5.0,MSc,Oral exam,"['F1A (Spring, Mon 8-12)']",DURATION_13_WEEKS,All aid,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring,Julia Kirch Kirkegaard,Thomas Henry Christopher Cronin,Sophie Edith Nyborg,NO_DATA,NO_DATA,"['BEng, Electrical Energy Technology', 'MSc, Sustainable Energy Technologies']",10.08,100.0,85,3.35,4.29,3.84,4.05
46230,Power system balancing with large scale wind power,Balancering af elsystemer med storskala vindkraft,English,5.0,MSc,Written exam,"['F4B (Spring, Fri 8-12)']",DURATION_13_WEEKS,All aid,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring,Daniela Anca Hansen,Kaushik Das,NO_DATA,NO_DATA,NO_DATA,"['MSc, Sustainable Energy', 'MSc, Sustainable Energy Technologies', 'MSc, Wind Energy']",6.31,89.3,449,3.21,3.94,3.81,4.04
46300,Wind Turbine Technology and Aerodynamics,Vindkraft og aeroteknologi,English,10.0,MSc,Written exam,"['E1A (Autumn, Mon 8-12)', 'E1B (Autumn, Thurs 13-17)']",DURATION_13_WEEKS,All aid,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Martin Otto Laver Hansen,Nenad Mijatovic,Christian Grinderslev,NO_DATA,NO_DATA,"['MSc, Sustainable Energy', 'MSc, Sustainable Energy Technologies', 'MSc, Wind Energy']",8.46,90.8,693,3.48,4.3,4.03,3.93
46310,Wind Turbine Aeroelasticity,Aeroelasticitet for vindmøller,English,10.0,MSc,Written exam,"['F5A (Spring, Wed 8-12)', 'F5B (Spring, Wed 13-17)']",DURATION_13_WEEKS,All aid,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring,Martin Otto Laver Hansen,Christian Grinderslev,NO_DATA,NO_DATA,NO_DATA,"['MSc, Sustainable Energy', 'MSc, Sustainable Energy Technologies', 'MSc, Wind Energy']",8.83,93.0,215,3.08,4.53,4.32,4.39
46320,"Loads, Aerodynamics and Control of Wind Turbines","Vindmøllelaster, -aerodynamik og -kontrol",English,10.0,MSc,Written exam,"['E5A (Autumn, Wed 8-12)', 'E5B (Autumn, Wed 13-17)']",DURATION_13_WEEKS,No aid,EXAMINER_EXTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Jennifer Marie Rinker,Dan Christian Bak,Fanzhong Meng,Wai Hou Lio,Kenneth Lønbæk,"['MSc, Sustainable Energy', 'MSc, Sustainable Energy Technologies', 'MSc, Wind Energy']",7.74,90.0,211,3.89,4.63,4.42,4.64
46400,Wind Turbine Measurement Technique,Vindmøller og måleteknik,English,10.0,MSc,Written exam,"['F1A (Spring, Mon 8-12)', 'F1B (Spring, Thurs 13-17)']",DURATION_13_WEEKS,No aid,EXAMINER_EXTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring,Michael Stephen Courtney,NO_DATA,NO_DATA,NO_DATA,NO_DATA,"['MSc, Sustainable Energy', 'MSc, Sustainable Energy Technologies', 'MSc, Wind Energy']",5.8,83.6,122,3.38,4.3,3.95,3.95
46411,Design of large composite structures,Design af store komposit konstruktioner,English,5.0,MSc,Oral exam,"['F2A (Spring, Mon 13-17)']",DURATION_13_WEEKS,All aid,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring,Xiao Chen,Philipp Ulrich Haselbach,Seyedsina Samarehmousavi,NO_DATA,NO_DATA,"['MSc, Architectural Engineering', 'MSc, Wind Energy']",7.13,83.5,91,3.74,4.4,4.0,3.98
46415,Numerical design optimization of wind turbines,Numerisk designoptimering af vindmøller,English,5.0,MSc,Report hand-in,['3-week June'],DURATION_3_WEEKS,Unknown data value,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,June,Michael Kenneth McWilliam,NO_DATA,NO_DATA,NO_DATA,NO_DATA,"['MSc, Sustainable Energy', 'MSc, Wind Energy']",7.63,95.3,43,4.06,4.5,4.31,4.75
46420,Composite Materials and Fibres,Kompositmaterialer og fibre,English,5.0,MSc,Oral exam,"['E2A (Autumn, Mon 13-17)']",DURATION_13_WEEKS,No computers,EXAMINER_EXTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Bo Madsen,Bent Fruergaard Sørensen,Hans Malmborg Lilholt,Kristine Munk Jespersen,NO_DATA,"['MSc, Wind Energy']",8.95,96.2,157,3.3,4.3,3.86,4.05
46440,Manufacturing of Advanced Fiber Composites,Fremstilling af avancerede fiberkompositter,English,5.0,BSc,Report hand-in,['3-week January'],DURATION_3_WEEKS,All aid,EXAMINER_INTERNAL,Mandatory experiments,PASS_OR_FAIL,No data available,January,Ali Sarhadi,Philipp Ulrich Haselbach,NO_DATA,NO_DATA,NO_DATA,"['MSc, Wind Energy']",Pass/Fail,100.0,35,2.72,4.35,4.18,3.83
46500,Probabilistic Methods in Wind Energy,Probabilistiske Metoder i Vindenergi,English,5.0,MSc,Oral exam,"['E2A (Autumn, Mon 13-17)']",DURATION_13_WEEKS,Unknown data value,EXAMINER_EXTERNAL,Mandatory exercises,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Nikolay Krasimirov Dimitrov,Mark Charles Kelly,NO_DATA,NO_DATA,NO_DATA,"['MSc, Sustainable Energy', 'MSc, Sustainable Energy Technologies', 'MSc, Wind Energy']",9.74,96.6,119,3.58,3.83,3.63,3.4
46550,Offshore wind grid connection and high-voltage DC (HVDC) transmission,Nettilslutning af havvind og højspændingsjævnstrøms (HVDC) transmission,English,5.0,MSc,Oral exam,"['E4B (Autumn, Fri 8-12)']",DURATION_13_WEEKS,No aid,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Nikolaos-Antonio Koutouloulis,Oscar Saborío-Romano,NO_DATA,NO_DATA,NO_DATA,"['MSc, Electrical Engineering', 'MSc, Sustainable Energy', 'MSc, Sustainable Energy Technologies', 'MSc, Wind Energy']",8.73,96.0,50,3.61,4.29,3.96,3.67
46600,Aeroacoustics,Aeroakustik,English,5.0,MSc,Oral exam,"['F1B (Spring, Thurs 13-17)']",DURATION_13_WEEKS,All aid,EXAMINER_INTERNAL,No mandatory assignments,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring,Franck René Jaques Bertagnolio,Andreas Wolfgang Fischer,NO_DATA,NO_DATA,NO_DATA,"['MSc, Sustainable Energy', 'MSc, Sustainable Energy Technologies', 'MSc, Wind Energy']",9.57,100.0,69,3.37,3.93,3.41,3.88
46610,Design-Build for Wind Energy competitions (BlueDot),Design-Byg - Vindenergi konkurrencer (BlueDot),English,10.0,MSc,Oral exam,"['F2A (Spring, Mon 13-17)', '3-week June']",DURATION_16_WEEKS,Unknown data value,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring + June,Robert Flemming Mikkelsen,Taeseong Kim,Mac Gaunaa,NO_DATA,NO_DATA,"['MSc, Sustainable Energy', 'MSc, Wind Energy']",10.56,97.7,44,3.36,3.82,3.64,3.8
46700,Introduction to Electric Power Systems,Introduktion til Elforsyningssystemer,English,10.0,MSc,Written exam,"['E4A (Autumn, Tues 13-17)', 'E4B (Autumn, Fri 8-12)']",DURATION_13_WEEKS,All aid,EXAMINER_EXTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Spyridon Chatzivasileiadis,Charalampos Ziras,NO_DATA,NO_DATA,NO_DATA,"['BSc, Electrical Engineering', 'MSc, Electrical Engineering', 'MSc, Sustainable Energy', 'MSc, Sustainable Energy Technologies', 'MSc, Wind Energy']",8.09,83.1,267,3.68,4.21,3.92,3.84
46705,Power grid analysis,Analyse af elforsyningsnet,English,5.0,MSc,Written exam,"['F3A (Spring, Tues 8-12)']",DURATION_13_WEEKS,All aid,EXAMINER_INTERNAL,Mandatory exercises,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring,Guangya Yang,Daniel Müller,NO_DATA,NO_DATA,NO_DATA,"['MSc, Electrical Engineering', 'MSc, Sustainable Energy', 'MSc, Sustainable Energy Systems', 'MSc, Wind Energy']",No data,No data,0,3.61,3.96,3.7,3.79
46711,Stability and control in electric power systems,Stabilitet og kontrol i elforsyningssystemer,English,5.0,MSc,Written exam,"['E5B (Autumn, Wed 13-17)']",DURATION_13_WEEKS,No aid,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Oscar Saborío-Romano,Daniel Müller,NO_DATA,NO_DATA,NO_DATA,"['MSc, Electrical Engineering', 'MSc, Wind Energy']",10.92,100.0,24,3.82,4.5,4.33,3.56
46715,Transients in power systems,Transienter i elforsyningssystemer,English,5.0,MSc,Oral exam,"['E1B (Autumn, Thurs 13-17)']",DURATION_13_WEEKS,No aid,EXAMINER_EXTERNAL,Mandatory exercises,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Joachim Teich Holbøll,NO_DATA,NO_DATA,NO_DATA,NO_DATA,"['BEng, Electrical Energy Technology', 'MSc, Electrical Engineering', 'MSc, Sustainable Energy', 'MSc, Wind Energy']",9.58,93.5,93,3.47,4.49,4.26,3.81
46720,High voltage engineering,Højspændingsteknik,English,10.0,MSc,Oral exam,"['F5A (Spring, Wed 8-12)', 'F5B (Spring, Wed 13-17)']",DURATION_13_WEEKS,No aid,EXAMINER_EXTERNAL,Mandatory exercises,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring,Joachim Teich Holbøll,NO_DATA,NO_DATA,NO_DATA,NO_DATA,"['MSc, Electrical Engineering', 'MSc, Sustainable Energy', 'MSc, Wind Energy']",8.49,86.7,98,2.98,4.76,4.61,4.46
46725,Electrical machines,Elektriske maskiner,English,5.0,MSc,Report hand-in,"['F2A (Spring, Mon 13-17)']",DURATION_13_WEEKS,No computers,EXAMINER_INTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Spring,Nenad Mijatovic,NO_DATA,NO_DATA,NO_DATA,NO_DATA,"['MSc, Electrical Engineering', 'MSc, Sustainable Energy', 'MSc, Sustainable Energy Technologies', 'MSc, Wind Energy']",8.92,88.3,60,4.0,3.65,3.3,3.65
46735,"Wind, solar and energy storage electrical drive trains","Vindmøller, PV og Elektriske Energilagring drivetrains",English,10.0,MSc,Oral exam,"['E2A (Autumn, Mon 13-17)', 'E2B (Autumn, Thurs 8-12)']",DURATION_13_WEEKS,No aid,EXAMINER_EXTERNAL,Mandatory reports,SEVEN_STEP_SCALE,CAMPUS_LYNGBY,Autumn,Nenad Mijatovic,NO_DATA,NO_DATA,NO_DATA,NO_DATA,"['BEng, Electrical Energy Technology', 'MSc, Electrical Engineering', 'MSc, Sustainable Energy', 'MSc, Sustainable Energy Technologies', 'MSc, Wind Energy']",10.13,97.9,48,3.73,3.63,3.47,3.17
