COURSE,E19_LEARNING,F20_LEARNING,E20_LEARNING,F21_LEARNING,E21_LEARNING,F22_LEARNING,E22_LEARNING,F23_LEARNING,E23_LEARNING,F24_LEARNING,E24_LEARNING,F25_LEARNING,E19_MOTIVATION,F20_MOTIVATION,E20_MOTIVATION,F21_MOTIVATION,E21_MOTIVATION,F22_MOTIVATION,E22_MOTIVATION,F23_MOTIVATION,E23_MOTIVATION,F24_MOTIVATION,E24_MOTIVATION,F25_MOTIVATION,E19_FEEDBACK,F20_FEEDBACK,E20_FEEDBACK,F21_FEEDBACK,E21_FEEDBACK,F22_FEEDBACK,E22_FEEDBACK,F23_FEEDBACK,E23_FEEDBACK,F24_FEEDBACK,E24_FEEDBACK,F25_FEEDBACK,E19_WORKLOAD,F20_WORKLOAD,E20_WORKLOAD,F21_WORKLOAD,E21_WORKLOAD,F22_WORKLOAD,E22_WORKLOAD,F23_WORKLOAD,E23_WORKLOAD,F24_WORKLOAD,E24_WORKLOAD,F25_WORKLOAD
28852,,,"[1, 0, 2, 4, 3]",,"[0, 1, 4, 8, 11]",,"[2, 4, 4, 8, 8]",,"[0, 2, 0, 8, 5]",,"[0, 0, 2, 10, 9]",,,,"[1, 0, 1, 5, 3]",,"[2, 2, 2, 9, 8]",,"[3, 6, 6, 4, 7]",,"[1, 2, 2, 5, 5]",,"[0, 0, 2, 11, 7]",,,,"[1, 0, 1, 6, 2]",,"[1, 0, 5, 10, 8]",,"[8, 7, 4, 4, 3]",,"[0, 2, 2, 4, 6]",,"[0, 0, 4, 7, 9]",,,,"[0, 0, 3, 5, 2]",,"[0, 2, 5, 12, 5]",,"[1, 2, 14, 4, 5]",,"[0, 0, 12, 3, 0]",,"[0, 1, 7, 7, 5]",
28855,,"[2, 7, 13, 16, 9]","[0, 0, 5, 13, 3]","[2, 2, 4, 13, 11]",,"[0, 6, 12, 23, 10]",,"[0, 4, 8, 23, 16]",,"[3, 0, 9, 31, 21]",,,,"[6, 10, 12, 12, 7]","[1, 0, 5, 12, 3]","[2, 5, 10, 10, 5]",,"[6, 7, 10, 14, 13]",,"[0, 4, 12, 20, 13]",,"[4, 4, 13, 25, 18]",,,,"[2, 5, 6, 17, 17]","[2, 0, 0, 5, 14]","[4, 6, 8, 8, 5]",,"[4, 9, 19, 13, 5]",,"[3, 8, 20, 8, 10]",,"[0, 9, 10, 28, 17]",,,,"[1, 3, 21, 18, 4]","[0, 1, 5, 10, 5]","[0, 3, 13, 11, 4]",,"[1, 5, 24, 12, 7]",,"[0, 1, 29, 11, 7]",,"[1, 3, 37, 20, 3]",,
28857,,,,,"[0, 1, 1, 4, 14]",,"[0, 3, 9, 9, 10]",,"[0, 1, 0, 9, 10]",,"[0, 0, 3, 9, 15]",,,,,,"[0, 2, 2, 4, 12]",,"[0, 4, 11, 6, 10]",,"[1, 0, 2, 10, 7]",,"[1, 1, 3, 11, 11]",,,,,,"[0, 0, 0, 3, 16]",,"[0, 3, 3, 10, 15]",,"[0, 0, 1, 8, 11]",,"[0, 0, 0, 6, 21]",,,,,,"[0, 1, 6, 5, 7]",,"[1, 3, 13, 11, 3]",,"[1, 1, 11, 5, 2]",,"[0, 2, 16, 3, 5]",
28870,,,"[6, 15, 21, 17, 11]",,"[22, 22, 17, 16, 10]",,"[10, 19, 21, 15, 3]",,"[11, 18, 16, 28, 16]",,"[8, 16, 15, 28, 20]",,,,"[8, 8, 24, 14, 15]",,"[25, 17, 17, 15, 11]",,"[17, 18, 12, 17, 3]",,"[18, 20, 17, 20, 13]",,"[12, 13, 15, 32, 14]",,,,"[2, 7, 14, 20, 27]",,"[9, 14, 22, 22, 18]",,"[8, 15, 19, 18, 7]",,"[3, 6, 7, 27, 45]",,"[3, 6, 11, 26, 39]",,,,"[2, 9, 49, 5, 5]",,"[6, 20, 45, 8, 6]",,"[5, 13, 33, 10, 6]",,"[3, 10, 33, 22, 19]",,"[5, 19, 34, 21, 7]",
28871,,"[0, 0, 1, 1, 3]",,"[0, 2, 1, 4, 7]",,"[0, 0, 1, 5, 5]",,"[0, 0, 1, 8, 5]",,"[0, 1, 2, 1, 6]",,,,"[0, 0, 1, 3, 1]",,"[0, 4, 1, 4, 5]",,"[0, 1, 3, 5, 2]",,"[0, 0, 1, 9, 4]",,"[1, 1, 2, 1, 4]",,,,"[0, 0, 0, 2, 3]",,"[0, 3, 3, 4, 4]",,"[0, 1, 5, 3, 2]",,"[0, 1, 1, 5, 7]",,"[1, 3, 0, 2, 4]",,,,"[0, 0, 4, 1, 0]",,"[0, 0, 10, 4, 0]",,"[0, 1, 8, 1, 1]",,"[1, 1, 8, 3, 1]",,"[0, 0, 7, 0, 3]",,
28872,,,"[1, 0, 2, 3, 13]",,"[0, 0, 1, 4, 7]",,"[1, 0, 2, 8, 8]",,"[0, 0, 1, 4, 17]",,"[1, 2, 3, 10, 16]",,,,"[2, 0, 1, 4, 12]",,"[0, 1, 1, 6, 4]",,"[0, 2, 3, 6, 7]",,"[0, 1, 2, 8, 11]",,"[1, 4, 5, 9, 12]",,,,"[2, 0, 2, 3, 12]",,"[0, 1, 3, 4, 3]",,"[0, 4, 6, 4, 4]",,"[0, 1, 4, 8, 9]",,"[2, 9, 10, 4, 5]",,,,"[0, 1, 14, 3, 1]",,"[1, 2, 7, 1, 1]",,"[0, 3, 7, 5, 3]",,"[0, 1, 13, 5, 3]",,"[2, 5, 12, 7, 5]",
28905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28908,,"[0, 0, 0, 0, 0]",,,,,,,,"[0, 0, 0, 0, 0]",,,,"[0, 0, 0, 0, 0]",,,,,,,,"[0, 0, 0, 0, 0]",,,,"[0, 0, 0, 0, 0]",,,,,,,,"[0, 0, 0, 0, 0]",,,,"[0, 0, 0, 0, 0]",,,,,,,,"[0, 0, 0, 0, 0]",,
28909,,,,,,,,,,"[0, 0, 0, 1, 1]",,,,,,,,,,,,"[0, 0, 0, 1, 1]",,,,,,,,,,,,"[0, 0, 1, 1, 0]",,,,,,,,,,,,"[0, 0, 0, 1, 1]",,
28917,,,,,,,"[0, 0, 0, 0, 2]",,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0]",,,,,,,,"[0, 0, 0, 1, 1]",,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0]",,,,,,,,"[0, 0, 1, 0, 1]",,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0]",,,,,,,,"[0, 1, 1, 0, 0]",,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0]",
28923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28928,,,,,,,,,,"[0, 0, 0, 0, 0]",,,,,,,,,,,,"[0, 0, 0, 0, 0]",,,,,,,,,,,,"[0, 0, 0, 0, 0]",,,,,,,,,,,,"[0, 0, 0, 0, 0]",,
28930,,,,,,,,,,"[0, 0, 0, 1, 0]",,,,,,,,,,,,"[0, 0, 0, 1, 0]",,,,,,,,,,,,"[0, 0, 0, 1, 0]",,,,,,,,,,,,"[0, 0, 0, 0, 1]",,
28932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28934,,,,,,,,"[0, 0, 0, 0, 0]",,,,,,,,,,,,"[0, 0, 0, 0, 0]",,,,,,,,,,,,"[0, 0, 0, 0, 0]",,,,,,,,,,,,"[0, 0, 0, 0, 0]",,,,
28989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29902,,,,"[0, 0, 0, 0, 0]",,"[0, 1, 2, 5, 10]",,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 3]",,,,,,"[0, 0, 0, 0, 0]",,"[0, 1, 2, 6, 9]",,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 3]",,,,,,"[0, 0, 0, 0, 0]",,"[0, 4, 4, 4, 6]",,"[0, 0, 0, 0, 0]",,"[0, 1, 0, 0, 2]",,,,,,"[0, 0, 0, 0, 0]",,"[0, 0, 7, 7, 4]",,"[0, 0, 0, 0, 0]",,"[0, 0, 1, 2, 0]",,
29905,,,,,,"[0, 0, 0, 1, 0]",,,,,,,,,,,,"[0, 0, 1, 0, 0]",,,,,,,,,,,,"[0, 0, 0, 0, 1]",,,,,,,,,,,,"[0, 0, 1, 0, 0]",,,,,,
29907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30010,,"[0, 0, 0, 3, 7]","[0, 0, 2, 2, 11]","[4, 2, 1, 13, 12]","[1, 2, 1, 2, 5]","[0, 0, 0, 4, 5]","[0, 0, 0, 3, 2]","[0, 0, 0, 5, 4]","[2, 0, 4, 7, 8]",,"[0, 0, 3, 7, 14]",,,"[0, 0, 3, 4, 3]","[0, 1, 3, 6, 5]","[6, 1, 5, 11, 9]","[1, 3, 2, 2, 3]","[0, 1, 0, 5, 3]","[0, 1, 2, 1, 1]","[0, 0, 3, 4, 2]","[2, 5, 4, 7, 3]",,"[1, 5, 4, 10, 4]",,,"[1, 0, 5, 4, 0]","[1, 4, 3, 6, 1]","[4, 2, 15, 9, 2]","[1, 0, 3, 6, 1]","[0, 2, 4, 1, 2]","[0, 0, 0, 5, 0]","[0, 1, 3, 4, 1]","[3, 4, 5, 7, 2]",,"[2, 4, 6, 8, 4]",,,"[0, 0, 5, 5, 0]","[0, 0, 1, 3, 11]","[1, 2, 11, 12, 6]","[1, 0, 6, 1, 3]","[0, 0, 3, 4, 2]","[0, 0, 2, 2, 1]","[0, 0, 2, 5, 2]","[0, 1, 5, 11, 4]",,"[0, 3, 4, 7, 10]",
30015,,,,,,,"[0, 0, 0, 11, 19]",,"[0, 0, 0, 4, 19]",,"[0, 1, 0, 6, 31]",,,,,,,,"[1, 1, 3, 12, 13]",,"[0, 0, 1, 5, 17]",,"[0, 1, 1, 7, 29]",,,,,,,,"[0, 1, 3, 10, 16]",,"[0, 1, 0, 5, 17]",,"[0, 0, 2, 5, 31]",,,,,,,,"[7, 16, 5, 1, 0]",,"[2, 14, 4, 1, 2]",,"[8, 11, 14, 0, 5]",
30020,,"[0, 3, 5, 10, 2]",,"[13, 7, 8, 7, 5]",,"[2, 8, 11, 10, 3]",,"[0, 3, 3, 2, 0]",,"[1, 1, 8, 11, 6]",,,,"[0, 2, 5, 9, 4]",,"[17, 8, 4, 4, 7]",,"[1, 10, 10, 9, 4]",,"[4, 1, 2, 1, 0]",,"[0, 4, 7, 10, 7]",,,,"[9, 8, 1, 1, 1]",,"[15, 8, 7, 7, 3]",,"[0, 4, 9, 13, 8]",,"[0, 3, 1, 2, 2]",,"[0, 2, 5, 11, 9]",,,,"[0, 1, 11, 8, 0]",,"[1, 3, 20, 13, 3]",,"[2, 10, 19, 3, 0]",,"[0, 2, 4, 2, 0]",,"[1, 10, 10, 5, 2]",,
30021,,,"[0, 0, 2, 5, 2]",,"[2, 1, 0, 2, 4]",,"[0, 0, 1, 3, 4]",,"[3, 5, 7, 5, 6]",,"[1, 1, 1, 4, 0]",,,,"[0, 0, 3, 3, 3]",,"[1, 1, 1, 3, 3]",,"[0, 1, 2, 2, 3]",,"[5, 4, 4, 4, 8]",,"[1, 1, 1, 3, 1]",,,,"[1, 0, 1, 5, 2]",,"[0, 1, 3, 4, 1]",,"[1, 2, 2, 0, 3]",,"[8, 5, 5, 3, 4]",,"[0, 3, 2, 1, 1]",,,,"[0, 0, 3, 2, 4]",,"[0, 1, 1, 3, 4]",,"[0, 1, 2, 5, 0]",,"[0, 3, 9, 8, 5]",,"[0, 0, 4, 3, 0]",
30032,,"[0, 1, 0, 3, 21]","[0, 0, 3, 7, 38]","[0, 0, 0, 4, 16]","[0, 1, 1, 6, 31]","[1, 0, 1, 1, 15]","[1, 0, 0, 2, 28]","[0, 0, 0, 0, 13]","[0, 0, 2, 4, 27]",,"[0, 0, 1, 0, 28]",,,"[1, 0, 2, 4, 18]","[0, 0, 2, 15, 30]","[0, 0, 2, 3, 14]","[0, 0, 3, 9, 27]","[0, 0, 1, 3, 14]","[1, 0, 1, 4, 25]","[0, 0, 0, 1, 12]","[0, 0, 2, 6, 25]",,"[0, 0, 1, 3, 25]",,,"[0, 2, 4, 3, 16]","[0, 0, 5, 10, 33]","[0, 0, 4, 3, 12]","[0, 0, 1, 12, 26]","[0, 0, 0, 2, 16]","[0, 1, 0, 2, 28]","[0, 0, 0, 0, 13]","[0, 0, 2, 7, 24]",,"[0, 1, 0, 3, 25]",,,"[0, 4, 6, 13, 2]","[0, 6, 26, 12, 4]","[0, 1, 7, 7, 4]","[0, 8, 19, 9, 2]","[0, 3, 8, 4, 3]","[2, 8, 13, 6, 2]","[0, 2, 8, 2, 1]","[1, 7, 17, 6, 1]",,"[1, 6, 12, 4, 6]",
30035,,,,,,,"[0, 1, 2, 7, 13]",,"[0, 1, 0, 11, 19]",,"[0, 1, 0, 7, 24]",,,,,,,,"[0, 2, 3, 11, 7]",,"[1, 2, 5, 10, 13]",,"[0, 1, 2, 16, 13]",,,,,,,,"[2, 1, 4, 7, 9]",,"[1, 0, 3, 13, 14]",,"[0, 0, 4, 11, 17]",,,,,,,,"[0, 5, 10, 4, 4]",,"[1, 4, 18, 6, 2]",,"[2, 2, 20, 6, 2]",
30081,,"[0, 1, 1, 16, 2]","[0, 0, 0, 3, 4]","[2, 1, 5, 14, 12]","[0, 0, 1, 4, 6]","[0, 0, 2, 5, 5]","[0, 0, 4, 4, 3]","[0, 0, 2, 8, 5]","[0, 0, 0, 4, 4]","[0, 1, 1, 9, 11]",,,,"[1, 0, 5, 12, 2]","[0, 0, 2, 1, 4]","[2, 3, 9, 12, 8]","[0, 0, 2, 7, 2]","[1, 0, 3, 3, 5]","[1, 2, 3, 5, 0]","[1, 0, 2, 7, 5]","[0, 0, 0, 4, 4]","[0, 1, 3, 9, 9]",,,,"[0, 2, 10, 6, 2]","[0, 0, 0, 5, 2]","[3, 3, 9, 12, 7]","[0, 0, 3, 4, 4]","[0, 1, 5, 4, 2]","[0, 0, 3, 6, 2]","[0, 1, 4, 5, 5]","[0, 0, 3, 4, 1]","[0, 1, 3, 8, 10]",,,,"[0, 6, 9, 5, 0]","[0, 4, 2, 1, 0]","[0, 4, 18, 9, 3]","[0, 3, 6, 1, 1]","[0, 1, 8, 3, 0]","[0, 1, 9, 0, 1]","[0, 4, 7, 3, 0]","[0, 1, 6, 1, 0]","[0, 6, 10, 5, 1]",,
30082,,"[0, 0, 3, 8, 6]","[0, 0, 0, 2, 2]","[0, 2, 0, 10, 2]","[0, 0, 2, 6, 0]","[0, 0, 0, 3, 2]","[0, 0, 0, 0, 3]","[0, 0, 2, 3, 6]","[0, 0, 0, 0, 3]","[1, 0, 1, 3, 5]",,,,"[0, 2, 3, 5, 7]","[0, 1, 1, 1, 1]","[1, 1, 2, 7, 3]","[0, 2, 2, 4, 0]","[0, 0, 0, 4, 1]","[0, 0, 0, 0, 3]","[0, 0, 2, 3, 6]","[0, 0, 0, 1, 2]","[0, 1, 1, 1, 7]",,,,"[0, 0, 5, 8, 4]","[0, 0, 2, 1, 1]","[0, 2, 6, 4, 2]","[1, 1, 3, 2, 1]","[0, 0, 1, 1, 3]","[0, 0, 0, 1, 2]","[0, 1, 2, 2, 6]","[0, 0, 0, 1, 2]","[0, 1, 1, 2, 6]",,,,"[0, 3, 7, 6, 1]","[0, 0, 1, 2, 1]","[0, 1, 5, 8, 0]","[0, 0, 3, 4, 1]","[0, 0, 3, 1, 1]","[0, 0, 2, 1, 0]","[1, 1, 5, 2, 2]","[0, 0, 1, 2, 0]","[0, 0, 8, 1, 1]",,
30101,,,,,,,,,,,"[1, 1, 4, 14, 13]",,,,,,,,,,,,"[0, 1, 6, 10, 16]",,,,,,,,,,,,"[2, 5, 8, 13, 5]",,,,,,,,,,,,"[0, 6, 21, 5, 1]",
30102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30110,,"[0, 0, 0, 0, 5]",,"[0, 0, 0, 1, 10]",,"[0, 0, 1, 0, 4]",,"[0, 0, 0, 2, 2]",,"[0, 0, 0, 1, 5]",,,,"[0, 0, 0, 0, 5]",,"[0, 0, 0, 1, 10]",,"[0, 0, 0, 1, 4]",,"[0, 0, 1, 2, 1]",,"[0, 0, 0, 1, 5]",,,,"[0, 0, 1, 0, 4]",,"[0, 0, 1, 1, 9]",,"[0, 0, 1, 1, 3]",,"[0, 0, 2, 0, 2]",,"[0, 0, 1, 2, 3]",,,,"[0, 0, 3, 2, 0]",,"[0, 0, 8, 3, 0]",,"[0, 1, 3, 1, 0]",,"[0, 1, 2, 1, 0]",,"[0, 0, 4, 2, 0]",,
30121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30131,,,"[1, 2, 6, 13, 4]",,"[0, 0, 7, 10, 7]",,"[1, 2, 6, 16, 3]",,"[4, 4, 6, 9, 4]",,"[23, 7, 3, 2, 0]",,,,"[2, 9, 6, 7, 2]",,"[0, 3, 7, 10, 4]",,"[4, 7, 11, 4, 2]",,"[11, 6, 5, 4, 1]",,"[30, 4, 1, 0, 0]",,,,"[12, 4, 5, 5, 0]",,"[4, 10, 5, 2, 3]",,"[7, 13, 8, 0, 0]",,"[13, 7, 3, 3, 1]",,"[28, 5, 2, 0, 0]",,,,"[3, 8, 7, 7, 1]",,"[2, 11, 11, 0, 0]",,"[2, 11, 13, 1, 1]",,"[4, 10, 10, 1, 2]",,"[4, 11, 12, 5, 2]",
30142,,,,,,"[0, 5, 6, 9, 1]",,"[1, 3, 2, 6, 2]",,"[0, 0, 0, 5, 6]",,,,,,,,"[2, 7, 6, 5, 1]",,"[4, 2, 4, 3, 1]",,"[0, 1, 0, 8, 2]",,,,,,,,"[6, 10, 4, 1, 0]",,"[0, 3, 4, 4, 3]",,"[0, 0, 1, 6, 4]",,,,,,,,"[1, 11, 8, 1, 0]",,"[0, 5, 9, 0, 0]",,"[0, 5, 4, 2, 0]",,
30150,,"[2, 3, 1, 8, 4]",,"[1, 4, 4, 8, 10]",,"[0, 1, 1, 9, 9]",,"[1, 1, 8, 2, 3]",,"[0, 0, 1, 3, 6]",,,,"[6, 1, 2, 6, 3]",,"[3, 3, 9, 3, 9]",,"[0, 2, 4, 8, 6]",,"[2, 5, 4, 2, 2]",,"[0, 0, 0, 3, 7]",,,,"[5, 5, 4, 4, 0]",,"[1, 3, 2, 11, 10]",,"[1, 1, 4, 7, 7]",,"[1, 4, 4, 4, 2]",,"[0, 0, 2, 3, 5]",,,,"[0, 1, 10, 6, 1]",,"[0, 5, 18, 4, 0]",,"[0, 3, 12, 4, 1]",,"[1, 4, 8, 1, 1]",,"[0, 3, 6, 1, 0]",,
30160,,"[0, 0, 0, 7, 6]",,"[1, 1, 6, 10, 9]",,"[1, 1, 0, 10, 10]",,"[0, 1, 2, 9, 7]",,"[0, 2, 1, 11, 7]",,,,"[0, 0, 3, 6, 4]",,"[3, 7, 5, 6, 6]",,"[1, 1, 4, 10, 5]",,"[2, 5, 4, 4, 4]",,"[2, 4, 7, 6, 2]",,,,"[0, 1, 3, 6, 3]",,"[0, 6, 5, 11, 5]",,"[0, 4, 4, 6, 7]",,"[0, 2, 4, 10, 3]",,"[2, 5, 6, 6, 2]",,,,"[0, 1, 5, 5, 2]",,"[1, 5, 11, 8, 2]",,"[0, 2, 13, 6, 0]",,"[1, 3, 10, 4, 1]",,"[0, 2, 11, 6, 2]",,
30202,,,,,"[6, 5, 7, 6, 3]",,"[3, 5, 4, 12, 4]",,"[0, 0, 7, 5, 7]",,"[2, 0, 3, 9, 14]",,,,,,"[5, 8, 9, 3, 2]",,"[4, 2, 8, 11, 4]",,"[0, 3, 4, 7, 3]",,"[2, 2, 6, 12, 5]",,,,,,"[12, 7, 5, 1, 2]",,"[0, 1, 8, 8, 12]",,"[2, 3, 3, 5, 4]",,"[1, 1, 9, 9, 6]",,,,,,"[1, 1, 6, 12, 7]",,"[0, 4, 16, 9, 0]",,"[0, 2, 8, 6, 1]",,"[1, 3, 11, 5, 7]",
30220,,"[0, 0, 0, 0, 3]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 4]","[0, 0, 0, 0, 2]","[0, 0, 0, 4, 6]","[0, 2, 0, 0, 1]","[0, 0, 1, 2, 3]","[0, 0, 0, 2, 7]","[0, 0, 0, 0, 3]",,,,"[0, 0, 0, 0, 3]","[0, 0, 0, 0, 1]","[0, 0, 0, 1, 3]","[0, 0, 0, 0, 2]","[0, 0, 1, 1, 8]","[0, 0, 0, 1, 0]","[0, 0, 2, 0, 4]","[0, 1, 0, 2, 6]","[0, 0, 0, 0, 3]",,,,"[0, 0, 0, 0, 3]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 4]","[0, 0, 0, 0, 2]","[0, 0, 0, 3, 7]","[0, 0, 0, 0, 1]","[0, 1, 0, 1, 4]","[0, 0, 1, 1, 7]","[0, 0, 0, 0, 3]",,,,"[0, 0, 1, 1, 1]","[0, 0, 0, 1, 0]","[0, 0, 1, 2, 1]","[0, 0, 1, 1, 0]","[0, 0, 6, 3, 1]","[0, 0, 0, 1, 0]","[0, 0, 3, 1, 2]","[0, 2, 2, 3, 2]","[0, 0, 1, 2, 0]",,
30221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30230,,,"[1, 0, 1, 5, 13]",,"[2, 1, 5, 8, 10]",,"[0, 1, 1, 12, 6]",,"[0, 4, 4, 8, 3]",,"[1, 5, 2, 10, 9]",,,,"[1, 1, 3, 7, 8]",,"[1, 0, 4, 11, 10]",,"[0, 1, 4, 3, 10]",,"[4, 4, 6, 4, 1]",,"[2, 5, 3, 10, 6]",,,,"[0, 0, 0, 9, 11]",,"[0, 3, 3, 10, 10]",,"[0, 0, 3, 9, 6]",,"[6, 4, 5, 3, 1]",,"[3, 5, 11, 1, 5]",,,,"[0, 1, 15, 2, 1]",,"[1, 4, 11, 8, 1]",,"[0, 3, 10, 4, 1]",,"[2, 8, 7, 1, 1]",,"[0, 9, 14, 1, 2]",
30300,,,"[0, 1, 3, 8, 9]",,"[1, 1, 6, 8, 8]",,"[1, 0, 3, 5, 7]",,"[0, 0, 2, 7, 11]",,"[0, 1, 2, 5, 13]",,,,"[0, 2, 6, 8, 5]",,"[3, 2, 2, 6, 10]",,"[1, 3, 4, 4, 4]",,"[0, 2, 6, 6, 6]",,"[2, 2, 5, 7, 5]",,,,"[7, 10, 1, 2, 1]",,"[4, 3, 8, 6, 2]",,"[1, 3, 2, 6, 4]",,"[1, 6, 4, 4, 4]",,"[2, 1, 8, 5, 5]",,,,"[0, 0, 5, 8, 7]",,"[2, 2, 8, 5, 6]",,"[2, 1, 9, 2, 2]",,"[0, 2, 11, 2, 4]",,"[2, 3, 12, 2, 2]",
30310,,,,,,"[0, 1, 0, 4, 3]",,"[1, 2, 7, 8, 5]",,"[0, 2, 2, 8, 3]",,,,,,,,"[0, 1, 1, 3, 3]",,"[2, 2, 7, 4, 8]",,"[0, 3, 5, 2, 5]",,,,,,,,"[0, 0, 2, 3, 3]",,"[0, 0, 3, 9, 11]",,"[0, 2, 3, 4, 6]",,,,,,,,"[0, 0, 5, 2, 1]",,"[1, 2, 16, 3, 1]",,"[0, 0, 10, 4, 1]",,
30320,,"[0, 0, 2, 2, 4]",,"[1, 2, 2, 5, 9]",,"[0, 0, 2, 2, 10]",,"[0, 0, 2, 4, 9]",,"[0, 0, 1, 2, 11]",,,,"[0, 1, 1, 1, 5]",,"[1, 5, 2, 2, 9]",,"[1, 1, 1, 2, 9]",,"[1, 1, 1, 3, 9]",,"[0, 1, 0, 5, 8]",,,,"[0, 0, 0, 2, 6]",,"[0, 2, 2, 2, 13]",,"[0, 0, 0, 2, 12]",,"[0, 0, 3, 2, 10]",,"[0, 0, 0, 2, 12]",,,,"[0, 0, 0, 2, 6]",,"[0, 0, 4, 7, 8]",,"[0, 0, 3, 2, 9]",,"[1, 0, 3, 2, 9]",,"[0, 0, 4, 6, 4]",,
30330,,,"[1, 2, 3, 6, 3]",,"[0, 0, 1, 6, 1]",,"[0, 0, 1, 3, 4]",,"[0, 0, 1, 6, 7]",,"[0, 1, 1, 0, 9]",,,,"[1, 2, 3, 5, 4]",,"[0, 1, 1, 4, 2]",,"[0, 0, 1, 3, 3]",,"[0, 0, 2, 7, 4]",,"[0, 1, 0, 5, 5]",,,,"[4, 0, 5, 1, 5]",,"[0, 1, 3, 3, 1]",,"[0, 0, 1, 3, 3]",,"[1, 0, 0, 5, 7]",,"[0, 0, 3, 2, 6]",,,,"[0, 0, 4, 8, 3]",,"[0, 0, 2, 4, 2]",,"[0, 0, 4, 3, 0]",,"[0, 1, 6, 1, 5]",,"[0, 1, 6, 2, 2]",
30340,,"[0, 0, 0, 4, 9]",,"[0, 0, 1, 4, 6]",,"[0, 1, 1, 4, 19]",,"[0, 0, 0, 1, 11]",,"[0, 0, 0, 2, 11]",,,,"[0, 0, 1, 7, 5]",,"[0, 0, 1, 4, 5]",,"[0, 0, 5, 2, 18]",,"[0, 0, 1, 4, 7]",,"[0, 1, 0, 5, 7]",,,,"[0, 0, 4, 8, 1]",,"[0, 1, 2, 5, 2]",,"[1, 4, 2, 9, 9]",,"[0, 1, 2, 2, 7]",,"[0, 0, 2, 4, 7]",,,,"[0, 2, 7, 3, 1]",,"[0, 0, 7, 3, 0]",,"[0, 2, 13, 8, 2]",,"[1, 1, 7, 1, 2]",,"[0, 3, 3, 4, 2]",,
30350,,,"[0, 0, 2, 2, 10]",,"[1, 0, 0, 1, 7]",,"[0, 0, 0, 7, 10]",,"[0, 0, 0, 4, 4]",,"[0, 0, 1, 1, 10]",,,,"[0, 2, 1, 7, 4]",,"[0, 1, 1, 3, 3]",,"[1, 4, 0, 6, 6]",,"[0, 1, 3, 3, 1]",,"[0, 0, 3, 2, 6]",,,,"[1, 1, 4, 4, 4]",,"[1, 2, 4, 1, 0]",,"[2, 2, 7, 3, 3]",,"[0, 2, 3, 2, 1]",,"[0, 0, 4, 5, 2]",,,,"[0, 0, 12, 1, 1]",,"[0, 0, 1, 5, 2]",,"[0, 1, 9, 3, 4]",,"[0, 1, 2, 3, 2]",,"[0, 1, 6, 4, 0]",
30400,,,,,,,"[1, 3, 5, 13, 27]",,"[1, 0, 3, 11, 27]",,"[1, 1, 4, 13, 29]",,,,,,,,"[4, 7, 7, 14, 17]",,"[1, 4, 15, 10, 12]",,"[0, 1, 15, 17, 15]",,,,,,,,"[4, 7, 14, 13, 11]",,"[3, 6, 15, 11, 7]",,"[2, 7, 14, 17, 8]",,,,,,,,"[0, 3, 19, 14, 13]",,"[1, 5, 16, 12, 8]",,"[1, 6, 15, 19, 7]",
30405,,,,,,,,"[0, 0, 3, 7, 16]",,"[2, 0, 4, 9, 8]",,,,,,,,,,"[1, 4, 5, 10, 6]",,"[2, 2, 6, 8, 5]",,,,,,,,,,"[2, 3, 3, 9, 9]",,"[3, 3, 4, 7, 6]",,,,,,,,,,"[0, 1, 12, 11, 2]",,"[0, 1, 9, 6, 7]",,
