COURSE,E21_LEARNING,E21_MOTIVATION,E21_FEEDBACK,E21_WORKLOAD
02407,"[2, 0, 2, 3, 7]","[3, 3, 1, 3, 4]","[6, 3, 1, 1, 3]","[3, 0, 2, 8, 1]"
02409,"[3, 6, 9, 15, 7]","[6, 12, 8, 6, 6]","[14, 11, 6, 3, 4]","[1, 4, 22, 6, 5]"
02411,"[1, 0, 6, 18, 16]","[1, 6, 11, 12, 10]","[4, 8, 17, 6, 5]","[0, 8, 22, 7, 3]"
02413,"[0, 0, 2, 1, 7]","[0, 1, 2, 4, 3]","[0, 2, 2, 3, 3]","[0, 2, 3, 2, 3]"
02417,"[0, 0, 9, 13, 23]","[3, 10, 6, 13, 13]","[0, 7, 8, 12, 18]","[0, 5, 5, 20, 15]"
02418,"[0, 0, 3, 8, 9]","[1, 5, 5, 5, 4]","[5, 2, 3, 6, 4]","[0, 2, 3, 6, 9]"
02421,,,,
02424,,,,
02425,"[0, 0, 0, 2, 7]","[0, 0, 0, 0, 9]","[1, 2, 1, 2, 3]","[0, 1, 7, 1, 0]"
02427,"[1, 1, 0, 1, 4]","[1, 0, 1, 1, 4]","[1, 1, 0, 1, 4]","[1, 3, 3, 0, 0]"
02429,"[1, 0, 3, 4, 4]","[1, 2, 1, 3, 5]","[0, 1, 0, 1, 10]","[0, 1, 4, 4, 3]"
02431,"[2, 1, 4, 15, 10]","[5, 3, 5, 10, 9]","[2, 4, 11, 9, 6]","[3, 2, 18, 8, 1]"
02435,,,,
02441,"[1, 2, 6, 10, 13]","[1, 3, 8, 11, 8]","[4, 3, 5, 8, 11]","[0, 1, 7, 14, 9]"
02443,,,,
02445,"[7, 8, 5, 9, 2]","[10, 7, 6, 5, 3]","[8, 9, 7, 5, 2]","[0, 3, 12, 14, 1]"
02450,"[4, 17, 29, 90, 83]","[23, 36, 46, 72, 44]","[8, 29, 52, 92, 40]","[5, 14, 73, 77, 51]"
02455,,,,
02456,"[1, 5, 18, 47, 50]","[12, 19, 18, 32, 38]","[15, 28, 25, 29, 22]","[1, 3, 30, 43, 41]"
02458,"[2, 5, 11, 9, 4]","[3, 7, 9, 9, 3]","[4, 9, 3, 9, 6]","[0, 2, 19, 8, 2]"
02460,,,,
02461,"[1, 1, 4, 5, 12]","[1, 3, 6, 6, 7]","[1, 1, 5, 8, 8]","[1, 4, 13, 3, 2]"
02462,,,,
02463,,,,
02464,,,,
02465,,,,
02466,,,,
02467,,,,
02471,"[0, 3, 4, 11, 19]","[3, 2, 7, 12, 12]","[0, 3, 3, 13, 17]","[0, 0, 5, 15, 16]"
02476,"[0, 0, 0, 1, 28]","[0, 1, 1, 8, 19]","[0, 3, 11, 8, 7]","[0, 2, 9, 16, 2]"
02477,,,,
02492,"[0, 0, 1, 3, 0]","[0, 0, 4, 0, 0]","[1, 0, 0, 0, 3]","[0, 0, 2, 2, 0]"
02502,"[2, 4, 14, 41, 44]","[3, 4, 28, 45, 25]","[20, 37, 21, 14, 13]","[8, 34, 51, 9, 3]"
02504,,,,
02506,,,,
02507,"[0, 0, 1, 2, 3]","[0, 0, 1, 2, 3]","[0, 0, 1, 3, 2]","[0, 1, 4, 1, 0]"
02514,,,,
02525,"[0, 3, 11, 18, 5]","[1, 8, 8, 15, 4]","[0, 1, 5, 21, 9]","[2, 7, 15, 10, 2]"
02526,,,,
02561,"[0, 1, 2, 4, 7]","[0, 0, 2, 4, 8]","[2, 3, 3, 3, 3]","[0, 0, 8, 3, 3]"
02562,"[0, 0, 1, 4, 4]","[0, 1, 1, 2, 3]","[1, 2, 2, 0, 2]","[0, 1, 2, 3, 1]"
02580,,,,
02582,,,,
02586,"[1, 3, 0, 2, 4]","[2, 2, 1, 5, 0]","[0, 2, 0, 6, 2]","[0, 2, 3, 4, 1]"
02601,"[1, 8, 9, 28, 21]","[10, 7, 15, 19, 15]","[0, 2, 7, 22, 35]","[1, 4, 44, 11, 6]"
02610,"[1, 8, 10, 26, 15]","[3, 13, 17, 19, 8]","[0, 3, 12, 29, 16]","[1, 10, 32, 11, 6]"
02612,,,,
02614,"[0, 0, 0, 5, 12]","[0, 1, 0, 8, 8]","[0, 0, 1, 6, 10]","[0, 1, 2, 10, 4]"
02616,,,,
02619,"[0, 0, 2, 7, 4]","[0, 3, 4, 2, 4]","[2, 3, 5, 1, 2]","[0, 0, 5, 4, 4]"
02623,"[0, 1, 3, 4, 7]","[0, 0, 2, 5, 7]","[0, 3, 2, 6, 2]","[0, 4, 6, 3, 1]"
02624,"[0, 0, 0, 4, 2]","[0, 0, 1, 2, 3]","[1, 0, 0, 1, 4]","[0, 3, 3, 0, 0]"
02631,"[13, 19, 29, 53, 51]","[12, 29, 30, 48, 45]","[14, 33, 41, 44, 32]","[10, 31, 70, 36, 17]"
02632,,,,
02633,"[1, 4, 9, 25, 24]","[2, 12, 13, 15, 21]","[5, 7, 22, 14, 15]","[3, 8, 22, 18, 12]"
02634,,,,
02635,"[0, 4, 6, 19, 16]","[1, 11, 8, 10, 14]","[0, 6, 5, 19, 14]","[1, 2, 20, 18, 3]"
02686,,,,
02687,,,,
02689,"[0, 0, 0, 1, 2]","[0, 0, 0, 1, 2]","[0, 0, 1, 0, 2]","[0, 0, 1, 2, 0]"
02805,"[0, 1, 3, 15, 33]","[1, 1, 6, 14, 30]","[1, 2, 4, 18, 27]","[1, 3, 9, 20, 18]"
02806,,,,
02807,"[0, 2, 8, 30, 39]","[0, 4, 12, 20, 44]","[1, 4, 10, 35, 29]","[1, 5, 47, 17, 9]"
02808,,,,
02809,"[3, 6, 10, 19, 33]","[4, 9, 9, 18, 31]","[2, 2, 10, 20, 37]","[0, 6, 20, 23, 22]"
02830,"[0, 0, 1, 2, 0]","[0, 0, 1, 1, 1]","[0, 0, 0, 0, 3]","[0, 1, 1, 1, 0]"
02840,,,,
02841,,,,
02901,,,,
02910,,,,
02913,,,,
02935,,,,
02936,,,,
02940,,,,
02941,,,,
02946,,,,
02947,,,,
02949,,,,
02952,,,,
02953,,,,
02955,,,,
02960,,,,
02964,,,,
02967,,,,
02969,,,,
02975,"[0, 0, 2, 4, 4]","[0, 0, 3, 3, 4]","[0, 0, 0, 6, 4]","[0, 0, 4, 4, 1]"
02976,,,,
02977,,,,
02978,,,,
02G01,"[1, 0, 1, 1, 2]","[0, 0, 0, 2, 3]","[0, 2, 0, 1, 2]","[1, 1, 2, 0, 0]"
02G02,"[0, 1, 0, 0, 1]","[0, 0, 1, 0, 1]","[0, 0, 0, 1, 1]","[0, 1, 0, 0, 1]"
02G03,"[0, 2, 0, 0, 0]","[0, 2, 0, 0, 0]","[1, 0, 0, 1, 0]","[1, 1, 0, 0, 0]"
02G04,,,,
02G05,,,,
02G06,,,,
02G07,,,,
02G08,,,,
02G09,,,,
02G10,,,,
10018,"[1, 10, 20, 28, 12]","[3, 5, 25, 23, 13]","[2, 16, 21, 19, 10]","[3, 13, 33, 14, 6]"
10020,"[3, 17, 41, 54, 16]","[9, 33, 46, 30, 11]","[8, 20, 38, 40, 23]","[5, 21, 62, 30, 9]"
10022,"[1, 12, 29, 77, 42]","[5, 18, 35, 66, 34]","[7, 28, 61, 50, 12]","[7, 39, 77, 25, 10]"
10024,"[9, 6, 13, 21, 6]","[15, 10, 14, 12, 4]","[4, 8, 14, 25, 4]","[5, 9, 35, 4, 1]"
10031,"[0, 2, 1, 21, 23]","[1, 2, 4, 21, 19]","[0, 4, 10, 22, 11]","[1, 7, 17, 21, 1]"
10033,"[0, 2, 10, 47, 32]","[3, 11, 27, 31, 16]","[10, 17, 28, 22, 11]","[8, 28, 34, 15, 3]"
10034,,,,
10036,"[0, 2, 0, 7, 37]","[1, 3, 4, 13, 25]","[0, 1, 3, 18, 24]","[0, 4, 10, 25, 7]"
10041,"[0, 0, 5, 17, 12]","[0, 3, 9, 16, 6]","[2, 7, 8, 12, 5]","[1, 8, 18, 5, 2]"
10050,"[0, 3, 2, 24, 36]","[1, 3, 9, 30, 22]","[8, 24, 21, 9, 3]","[2, 15, 38, 10, 0]"
10054,,,,
10102,,,,
10104,,,,
10112,"[0, 0, 1, 18, 11]","[0, 2, 9, 14, 5]","[0, 4, 8, 10, 8]","[1, 2, 8, 15, 4]"
10122,"[0, 2, 0, 5, 6]","[0, 0, 2, 7, 4]","[0, 0, 0, 4, 8]","[1, 0, 4, 5, 2]"
10200,"[0, 0, 0, 3, 4]","[0, 2, 0, 3, 2]","[2, 0, 2, 2, 1]","[0, 0, 1, 5, 1]"
10209,,,,
10240,,,,
10255,,,,
10260,,,,
10302,,,,
10303,"[0, 0, 0, 5, 13]","[0, 1, 1, 7, 8]","[0, 2, 5, 6, 4]","[0, 4, 8, 5, 0]"
10304,,,,
10306,,,,
10314,,,,
10315,,,,
10316,"[1, 0, 1, 6, 2]","[0, 1, 2, 6, 1]","[1, 1, 6, 1, 0]","[0, 1, 3, 5, 0]"
10318,"[0, 0, 0, 1, 2]","[0, 0, 1, 1, 1]","[2, 0, 1, 0, 0]","[0, 0, 1, 0, 2]"
10321,"[0, 1, 2, 4, 10]","[1, 1, 3, 6, 4]","[0, 0, 2, 3, 10]","[0, 1, 3, 5, 6]"
10325,"[0, 0, 0, 2, 2]","[0, 1, 2, 1, 0]","[0, 0, 2, 1, 1]","[0, 0, 3, 1, 0]"
10326,,,,
10331,"[0, 1, 0, 2, 5]","[0, 0, 0, 2, 6]","[0, 0, 1, 0, 7]","[0, 1, 7, 0, 0]"
10333,"[0, 1, 4, 6, 3]","[1, 3, 3, 4, 3]","[6, 2, 4, 2, 0]","[2, 2, 8, 2, 0]"
10337,"[0, 0, 0, 3, 2]","[0, 0, 1, 3, 2]","[0, 0, 0, 1, 5]","[0, 1, 4, 1, 0]"
10339,"[0, 0, 1, 1, 3]","[0, 1, 0, 3, 1]","[0, 0, 1, 3, 1]","[0, 0, 4, 1, 0]"
10346,,,,
10347,,,,
10350,"[0, 0, 0, 1, 8]","[0, 0, 0, 2, 7]","[0, 0, 0, 0, 9]","[0, 0, 9, 0, 0]"
10380,"[0, 0, 1, 2, 7]","[0, 1, 2, 5, 2]","[0, 0, 1, 6, 3]","[0, 1, 4, 3, 1]"
10384,,,,
10385,"[0, 0, 0, 0, 3]","[0, 0, 1, 0, 2]","[0, 0, 2, 0, 1]","[0, 0, 2, 1, 0]"
10386,,,,
10400,"[0, 0, 1, 1, 9]","[0, 0, 3, 4, 4]","[0, 1, 2, 4, 4]","[1, 1, 6, 3, 0]"
10401,,,,
10402,,,,
10405,"[0, 0, 1, 3, 8]","[0, 0, 1, 7, 4]","[1, 7, 2, 0, 2]","[0, 4, 5, 2, 1]"
10420,,,,
10501,,,,
10506,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10507,,,,
10508,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0]"
10509,,,,
10512,"[0, 0, 0, 1, 0]","[0, 0, 0, 1, 0]","[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0]"
10514,,,,
10515,,,,
10520,,,,
10521,,,,
10530,,,,
10540,,,,
10550,,,,
10590,"[0, 0, 1, 1, 2]","[0, 0, 0, 3, 1]","[0, 0, 2, 1, 0]","[0, 0, 3, 0, 0]"
10603,,,,
10605,"[0, 0, 0, 4, 2]","[0, 0, 0, 3, 3]","[0, 0, 0, 0, 6]","[0, 1, 5, 0, 0]"
10610,"[0, 0, 1, 2, 2]","[0, 1, 0, 0, 4]","[1, 0, 0, 0, 4]","[0, 2, 2, 1, 0]"
10720,,,,
10721,,,,
10722,,,,
10730,,,,
10731,,,,
10732,,,,
10850,,,,
10851,"[0, 0, 0, 1, 3]","[0, 0, 1, 1, 2]","[0, 0, 1, 2, 1]","[0, 2, 1, 1, 0]"
10852,,,,
10855,"[0, 0, 0, 1, 7]","[0, 0, 0, 4, 4]","[1, 0, 3, 2, 2]","[0, 0, 1, 2, 5]"
10859,"[0, 0, 2, 23, 18]","[0, 1, 2, 24, 15]","[0, 3, 8, 13, 18]","[0, 3, 24, 10, 4]"
10862,,,,
10867,,,,
10868,,,,
10916,"[0, 4, 6, 18, 7]","[0, 7, 8, 14, 5]","[3, 4, 12, 14, 2]","[0, 9, 13, 7, 5]"
10935,"[3, 4, 8, 13, 3]","[4, 6, 9, 9, 2]","[1, 5, 10, 11, 3]","[3, 2, 18, 5, 1]"
11000,"[0, 2, 13, 29, 9]","[2, 14, 11, 23, 3]","[2, 5, 16, 27, 3]","[1, 7, 24, 17, 4]"
11006,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
11007,,,,
11010,"[1, 1, 11, 20, 14]","[3, 4, 11, 21, 7]","[4, 18, 10, 6, 8]","[1, 6, 15, 13, 11]"
11020,"[0, 1, 3, 19, 18]","[0, 3, 7, 12, 17]","[3, 6, 8, 10, 12]","[2, 8, 20, 6, 4]"
11022,,,,
11023,"[0, 0, 4, 9, 6]","[1, 4, 4, 4, 6]","[1, 4, 4, 5, 5]","[0, 0, 10, 6, 3]"
11031,,,,
11034,"[3, 2, 9, 11, 6]","[3, 5, 7, 13, 2]","[10, 6, 3, 9, 1]","[0, 1, 17, 11, 1]"
11035,"[0, 1, 3, 6, 11]","[0, 2, 2, 7, 10]","[3, 6, 4, 6, 2]","[0, 2, 10, 8, 1]"
11050,,,,
11080,,,,
11108,"[0, 1, 2, 14, 9]","[0, 0, 7, 10, 9]","[1, 2, 7, 8, 8]","[1, 4, 17, 3, 1]"
11110,,,,
11112,,,,
11115,"[0, 2, 7, 27, 12]","[0, 5, 8, 19, 16]","[1, 7, 14, 14, 12]","[0, 3, 28, 16, 1]"
11116,"[0, 3, 2, 17, 8]","[2, 2, 9, 10, 7]","[0, 2, 3, 11, 13]","[0, 5, 18, 6, 0]"
11117,,,,
11121,,,,
11122,"[0, 1, 2, 7, 2]","[0, 3, 5, 3, 1]","[2, 6, 2, 0, 2]","[0, 0, 4, 2, 6]"
11124,"[0, 2, 4, 9, 7]","[2, 2, 2, 10, 6]","[0, 3, 7, 5, 7]","[0, 2, 11, 6, 3]"
11127,,,,
11128,"[1, 2, 3, 5, 1]","[0, 6, 2, 3, 1]","[1, 2, 3, 2, 4]","[2, 1, 6, 3, 0]"
11129,,,,
11140,,,,
11141,"[0, 3, 6, 23, 8]","[1, 8, 15, 9, 5]","[8, 18, 9, 1, 1]","[1, 14, 18, 3, 2]"
11142,"[15, 13, 7, 7, 3]","[21, 9, 7, 5, 2]","[16, 11, 10, 3, 4]","[2, 9, 20, 7, 4]"
11203,"[0, 3, 5, 9, 5]","[0, 3, 6, 5, 7]","[4, 3, 7, 5, 2]","[5, 7, 6, 2, 1]"
11221,"[0, 0, 1, 8, 15]","[0, 0, 3, 9, 12]","[0, 0, 2, 4, 18]","[0, 5, 13, 5, 1]"
11222,,,,
11300,,,,
11305,"[0, 1, 3, 10, 9]","[1, 3, 6, 10, 3]","[8, 6, 5, 3, 1]","[1, 1, 6, 10, 5]"
11311,,,,
11318,"[0, 0, 4, 16, 13]","[0, 6, 2, 20, 5]","[7, 9, 9, 6, 2]","[1, 3, 21, 8, 0]"
11320,"[0, 2, 5, 12, 8]","[1, 2, 5, 9, 10]","[0, 3, 4, 15, 5]","[0, 2, 7, 13, 5]"
11331,"[0, 2, 0, 4, 0]","[2, 1, 2, 1, 0]","[3, 1, 0, 1, 1]","[0, 1, 4, 0, 1]"
11332,"[0, 3, 1, 4, 3]","[0, 2, 3, 4, 2]","[2, 1, 5, 3, 0]","[3, 3, 4, 1, 0]"
11337,"[5, 6, 6, 7, 4]","[5, 5, 8, 0, 9]","[1, 0, 3, 4, 19]","[0, 5, 13, 7, 2]"
11341,"[1, 4, 4, 17, 14]","[2, 7, 8, 13, 10]","[10, 13, 10, 6, 1]","[3, 1, 20, 10, 5]"
11342,,,,
11343,"[0, 3, 8, 15, 9]","[2, 6, 10, 11, 5]","[27, 4, 1, 1, 1]","[1, 8, 10, 8, 7]"
11346,"[0, 0, 2, 2, 3]","[0, 1, 2, 2, 2]","[1, 1, 4, 0, 1]","[0, 0, 1, 3, 3]"
11347,,,,
11351,"[1, 0, 1, 20, 12]","[1, 2, 11, 13, 7]","[7, 5, 18, 4, 0]","[1, 3, 9, 17, 4]"
11352,,,,
11353,,,,
11365,,,,
11374,"[0, 0, 0, 4, 12]","[0, 0, 2, 7, 6]","[1, 2, 6, 2, 4]","[0, 0, 4, 7, 5]"
11375,"[0, 0, 1, 8, 8]","[0, 1, 3, 6, 7]","[3, 9, 2, 2, 1]","[0, 0, 1, 6, 9]"
11376,,,,
11404,,,,
11411,,,,
11412,"[0, 1, 1, 6, 3]","[0, 2, 3, 4, 2]","[2, 1, 3, 2, 3]","[0, 1, 4, 2, 4]"
11418,"[0, 0, 3, 11, 3]","[0, 1, 4, 7, 5]","[0, 1, 0, 11, 5]","[1, 3, 5, 6, 2]"
11420,"[0, 0, 0, 4, 5]","[0, 0, 0, 5, 4]","[0, 0, 1, 1, 7]","[0, 1, 3, 5, 0]"
11430,"[0, 0, 0, 4, 6]","[0, 0, 2, 5, 3]","[0, 0, 1, 6, 3]","[0, 0, 4, 4, 2]"
11440,"[0, 0, 0, 4, 3]","[0, 0, 1, 4, 2]","[0, 0, 3, 3, 1]","[0, 1, 4, 2, 0]"
11441,,,,
11442,"[0, 0, 0, 1, 1]","[0, 0, 0, 2, 0]","[0, 0, 1, 1, 0]","[0, 1, 0, 1, 0]"
11443,,,,
11444,"[0, 1, 1, 1, 1]","[1, 0, 1, 2, 0]","[0, 0, 1, 2, 1]","[0, 0, 2, 2, 0]"
11450,,,,
11451,"[0, 0, 0, 2, 3]","[0, 0, 1, 1, 3]","[0, 0, 1, 1, 3]","[0, 0, 0, 5, 0]"
11462,,,,
11463,"[1, 2, 8, 4, 6]","[1, 5, 8, 3, 4]","[4, 6, 5, 3, 3]","[1, 3, 13, 3, 1]"
11464,"[0, 0, 1, 4, 4]","[0, 0, 2, 3, 4]","[0, 0, 1, 3, 5]","[0, 0, 1, 8, 0]"
11465,,,,
11466,"[0, 0, 0, 1, 3]","[0, 0, 0, 2, 2]","[1, 0, 1, 0, 2]","[0, 1, 2, 1, 0]"
11467,,,,
11522,,,,
11526,"[0, 0, 3, 2, 4]","[0, 0, 1, 2, 5]","[0, 0, 2, 3, 3]","[0, 2, 3, 3, 0]"
11561,,,,
11562,,,,
