COURSE,E23_LEARNING,E23_MOTIVATION,E23_FEEDBACK,E23_WORKLOAD
02614,"[0, 0, 2, 7, 13]","[0, 1, 3, 7, 11]","[0, 1, 3, 3, 15]","[0, 0, 5, 9, 8]"
02616,,,,
02619,"[0, 1, 0, 5, 2]","[1, 0, 1, 5, 1]","[1, 0, 3, 2, 2]","[0, 0, 2, 2, 4]"
02623,"[0, 0, 1, 6, 10]","[0, 0, 2, 6, 9]","[0, 2, 5, 6, 4]","[1, 1, 7, 5, 3]"
02624,"[0, 0, 1, 2, 3]","[0, 0, 0, 4, 1]","[0, 0, 0, 3, 2]","[0, 1, 3, 1, 0]"
02635,"[0, 2, 8, 17, 17]","[2, 2, 11, 19, 10]","[1, 2, 10, 16, 14]","[2, 2, 19, 15, 6]"
02686,,,,
02687,,,,
02689,"[0, 0, 0, 0, 4]","[0, 0, 1, 1, 2]","[0, 0, 1, 1, 2]","[0, 0, 0, 1, 3]"
02805,"[0, 0, 7, 9, 30]","[2, 4, 1, 9, 30]","[1, 1, 6, 15, 23]","[0, 13, 18, 11, 4]"
02806,,,,
02807,"[6, 8, 13, 15, 8]","[10, 6, 9, 16, 8]","[7, 10, 14, 8, 8]","[4, 5, 30, 6, 3]"
02808,,,,
02809,"[6, 14, 22, 40, 34]","[9, 14, 12, 42, 36]","[2, 5, 8, 40, 56]","[1, 12, 33, 33, 33]"
02830,"[0, 0, 3, 5, 2]","[0, 1, 3, 3, 3]","[0, 0, 4, 1, 5]","[0, 2, 5, 2, 1]"
02840,,,,
02841,,,,
02901,,,,
02910,,,,
02913,,,,
02935,,,,
02940,,,,
02941,,,,
02946,,,,
02949,,,,
02953,,,,
02955,,,,
02960,,,,
02975,,,,
02979,,,,
02980,,,,
02981,,,,
02982,,,,
02985,,,,
02G01,,,,
02G02,,,,
02G03,,,,
02G04,,,,
02G05,,,,
02G06,,,,
02G07,"[0, 0, 0, 1, 1]","[0, 0, 0, 1, 1]","[0, 1, 0, 0, 1]","[0, 0, 0, 1, 1]"
02G08,"[0, 0, 0, 1, 1]","[0, 0, 0, 0, 2]","[0, 1, 0, 0, 1]","[0, 0, 0, 1, 1]"
02G09,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
02G10,,,,
10020,"[5, 4, 17, 31, 3]","[10, 5, 22, 18, 3]","[12, 15, 20, 10, 1]","[6, 10, 25, 11, 5]"
10022,"[1, 4, 21, 29, 17]","[0, 7, 18, 31, 13]","[12, 19, 20, 9, 7]","[2, 12, 32, 19, 3]"
10024,"[1, 3, 8, 19, 7]","[1, 6, 11, 12, 7]","[8, 5, 10, 10, 4]","[5, 10, 12, 7, 3]"
10031,,,,
10033,,,,
10034,,,,
10035,"[0, 1, 1, 8, 31]","[0, 1, 1, 19, 20]","[0, 0, 5, 12, 23]","[0, 3, 14, 17, 7]"
10036,"[0, 0, 0, 3, 26]","[0, 1, 6, 10, 12]","[0, 2, 1, 14, 12]","[1, 0, 7, 10, 11]"
10037,,,,
10041,"[0, 3, 1, 19, 17]","[2, 1, 8, 15, 13]","[2, 6, 9, 13, 8]","[0, 3, 15, 17, 3]"
10050,,,,
10054,,,,
10060,,,,
10063,,,,
10065,,,,
10080,,,,
10102,,,,
10104,,,,
10112,"[0, 0, 1, 6, 13]","[0, 2, 5, 10, 3]","[0, 1, 3, 9, 7]","[0, 1, 8, 7, 4]"
10122,"[0, 0, 0, 1, 4]","[0, 0, 0, 2, 3]","[0, 0, 1, 1, 3]","[0, 0, 3, 1, 1]"
10200,"[0, 0, 0, 6, 2]","[0, 0, 2, 4, 2]","[3, 3, 1, 1, 0]","[0, 0, 6, 2, 0]"
10208,,,,
10209,,,,
10240,,,,
10255,,,,
10260,,,,
10302,,,,
10303,"[0, 1, 0, 0, 22]","[0, 0, 5, 7, 11]","[0, 2, 6, 8, 7]","[0, 6, 9, 6, 2]"
10304,,,,
10306,,,,
10314,,,,
10315,,,,
10316,"[0, 0, 0, 2, 4]","[0, 0, 0, 1, 5]","[0, 0, 2, 3, 1]","[0, 0, 3, 2, 1]"
10317,,,,
10318,"[0, 0, 0, 2, 2]","[0, 1, 1, 1, 1]","[2, 1, 1, 0, 0]","[0, 0, 0, 2, 2]"
10321,"[0, 0, 0, 1, 6]","[0, 0, 4, 1, 1]","[0, 0, 1, 3, 2]","[0, 0, 0, 3, 3]"
10325,"[0, 0, 1, 3, 4]","[0, 0, 1, 3, 4]","[0, 0, 0, 2, 6]","[0, 2, 4, 2, 0]"
10326,"[0, 0, 1, 1, 7]","[0, 0, 1, 0, 7]","[0, 1, 1, 1, 6]","[1, 3, 5, 0, 0]"
10331,"[0, 0, 1, 3, 4]","[0, 0, 0, 1, 6]","[0, 0, 0, 2, 5]","[0, 1, 5, 1, 0]"
10333,"[0, 0, 3, 7, 2]","[0, 1, 6, 4, 1]","[1, 2, 6, 3, 0]","[1, 1, 6, 3, 1]"
10337,"[0, 0, 0, 1, 4]","[0, 0, 0, 1, 4]","[0, 0, 0, 2, 3]","[0, 0, 3, 1, 1]"
10339,"[0, 2, 4, 12, 4]","[2, 3, 8, 6, 3]","[1, 3, 8, 6, 4]","[0, 3, 14, 5, 0]"
10346,,,,
10350,,,,
10380,,,,
10384,,,,
10385,,,,
10386,,,,
10387,,,,
10400,"[0, 0, 1, 3, 4]","[0, 1, 1, 3, 3]","[0, 0, 2, 4, 2]","[1, 1, 3, 0, 3]"
10401,,,,
10402,,,,
10405,"[0, 1, 0, 6, 10]","[1, 0, 1, 3, 12]","[4, 5, 6, 0, 2]","[0, 3, 8, 5, 1]"
10411,,,,
10413,,,,
10420,,,,
10506,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10507,,,,
10508,,,,
10509,,,,
10511,,,,
10512,,,,
10514,,,,
10515,,,,
10519,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10520,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10521,,,,
10530,,,,
10540,,,,
10550,,,,
10590,"[0, 0, 0, 0, 3]","[0, 0, 0, 0, 3]","[0, 0, 0, 2, 1]","[0, 0, 1, 1, 1]"
10603,,,,
10605,"[2, 0, 2, 11, 3]","[1, 1, 4, 7, 5]","[2, 3, 6, 4, 3]","[2, 7, 7, 2, 0]"
10610,"[0, 0, 0, 1, 2]","[0, 0, 0, 1, 2]","[0, 0, 0, 1, 2]","[0, 0, 2, 1, 0]"
10720,,,,
10721,,,,
10722,,,,
10730,,,,
10731,,,,
10732,,,,
10750,"[0, 2, 3, 9, 4]","[1, 1, 1, 8, 7]","[0, 1, 2, 10, 5]","[2, 8, 6, 1, 1]"
10850,,,,
10851,"[0, 0, 0, 0, 2]","[0, 0, 0, 0, 2]","[0, 0, 0, 1, 1]","[0, 0, 1, 1, 0]"
10852,,,,
10855,"[0, 0, 1, 4, 6]","[0, 1, 3, 5, 2]","[0, 1, 4, 4, 2]","[0, 0, 0, 0, 11]"
10862,,,,
10870,,,,
10871,,,,
10916,"[0, 3, 4, 7, 5]","[3, 2, 8, 4, 2]","[1, 5, 8, 3, 2]","[0, 2, 8, 8, 1]"
10935,"[0, 2, 4, 22, 4]","[0, 2, 6, 17, 7]","[2, 4, 9, 9, 8]","[2, 9, 16, 2, 1]"
12000,"[0, 1, 6, 12, 16]","[0, 4, 8, 17, 6]","[0, 2, 4, 15, 14]","[1, 5, 21, 4, 4]"
12003,,,,
12100,,,,
12102,"[0, 1, 3, 14, 12]","[0, 5, 6, 11, 8]","[0, 0, 5, 11, 14]","[0, 2, 15, 10, 3]"
12104,"[2, 1, 11, 22, 21]","[1, 5, 13, 20, 17]","[0, 4, 10, 14, 29]","[0, 8, 24, 19, 6]"
12109,"[0, 0, 0, 5, 4]","[0, 0, 2, 6, 1]","[0, 0, 1, 6, 2]","[0, 2, 5, 2, 0]"
12110,,,,
12111,"[0, 0, 2, 6, 1]","[0, 1, 1, 5, 2]","[2, 2, 3, 2, 0]","[1, 2, 5, 0, 0]"
12121,,,,
12122,"[0, 0, 0, 8, 15]","[0, 0, 2, 8, 13]","[1, 1, 8, 10, 3]","[0, 1, 6, 13, 3]"
12124,,,,
12130,"[0, 1, 4, 7, 9]","[0, 1, 6, 9, 4]","[4, 6, 4, 5, 1]","[0, 1, 12, 7, 0]"
12132,"[0, 0, 0, 8, 7]","[0, 0, 0, 7, 8]","[0, 0, 0, 4, 11]","[0, 0, 3, 8, 3]"
12134,"[1, 3, 8, 9, 7]","[1, 8, 12, 4, 2]","[3, 11, 9, 3, 1]","[1, 5, 16, 4, 0]"
12139,,,,
12143,,,,
12145,"[0, 2, 3, 5, 10]","[0, 4, 6, 4, 6]","[0, 2, 3, 3, 12]","[0, 2, 12, 6, 0]"
12202,,,,
12203,,,,
12205,,,,
12211,,,,
12227,,,,
12228,"[0, 0, 3, 9, 16]","[0, 2, 3, 11, 12]","[2, 1, 7, 11, 7]","[0, 10, 15, 2, 1]"
12231,,,,
12237,,,,
12238,,,,
12240,"[0, 2, 3, 30, 32]","[1, 2, 6, 29, 29]","[0, 0, 4, 28, 35]","[1, 9, 42, 9, 6]"
12245,"[0, 0, 9, 11, 17]","[0, 0, 3, 15, 19]","[0, 4, 11, 10, 12]","[2, 14, 18, 2, 0]"
12250,,,,
12320,,,,
12330,,,,
12331,,,,
12336,"[0, 2, 8, 8, 4]","[0, 5, 8, 6, 3]","[0, 2, 6, 7, 7]","[0, 0, 16, 5, 1]"
12345,,,,
12350,"[0, 1, 2, 21, 1]","[0, 1, 8, 13, 3]","[2, 6, 11, 4, 2]","[1, 8, 12, 1, 2]"
12360,,,,
12361,"[0, 0, 0, 9, 14]","[0, 0, 0, 13, 10]","[0, 1, 1, 3, 17]","[0, 1, 16, 4, 2]"
12362,"[1, 0, 1, 16, 11]","[1, 1, 5, 12, 10]","[2, 1, 10, 11, 5]","[2, 7, 16, 4, 0]"
12363,,,,
12410,"[1, 0, 2, 11, 10]","[1, 1, 2, 12, 8]","[0, 1, 2, 10, 11]","[0, 2, 11, 8, 3]"
12411,,,,
12412,"[0, 0, 2, 2, 6]","[1, 0, 2, 3, 4]","[0, 1, 3, 5, 1]","[0, 2, 6, 1, 1]"
12415,,,,
12421,"[0, 1, 7, 10, 5]","[0, 6, 5, 7, 5]","[0, 0, 3, 4, 16]","[0, 2, 15, 5, 1]"
12422,,,,
12423,,,,
12430,"[0, 0, 4, 4, 1]","[0, 0, 2, 3, 3]","[0, 1, 1, 2, 4]","[0, 1, 5, 1, 1]"
12431,"[2, 0, 3, 3, 1]","[1, 1, 2, 4, 1]","[3, 1, 3, 1, 1]","[0, 2, 5, 2, 0]"
12432,,,,
12451,"[0, 0, 2, 0, 8]","[0, 0, 2, 1, 7]","[0, 1, 2, 2, 5]","[1, 0, 0, 5, 4]"
12452,,,,
12550,"[0, 4, 7, 5, 2]","[1, 6, 4, 5, 1]","[4, 4, 4, 5, 1]","[1, 1, 4, 7, 5]"
12551,,,,
12552,"[1, 1, 4, 8, 3]","[2, 0, 6, 6, 3]","[2, 3, 7, 3, 2]","[1, 2, 9, 4, 1]"
12601,,,,
12603,,,,
12604,,,,
12605,"[9, 19, 22, 32, 14]","[14, 22, 23, 21, 10]","[10, 25, 31, 15, 9]","[5, 13, 58, 11, 2]"
12611,"[0, 3, 4, 12, 5]","[3, 6, 6, 6, 3]","[5, 3, 7, 7, 1]","[0, 3, 8, 8, 5]"
12612,,,,
12614,,,,
12701,"[2, 9, 19, 21, 9]","[7, 6, 17, 19, 12]","[2, 6, 13, 19, 21]","[8, 7, 30, 9, 6]"
12772,"[2, 7, 8, 33, 93]","[8, 10, 18, 46, 61]","[4, 3, 13, 32, 91]","[0, 1, 26, 52, 64]"
12773,,,,
12774,,,,
12821,"[0, 0, 3, 3, 10]","[0, 1, 5, 8, 2]","[0, 0, 3, 8, 5]","[0, 3, 9, 4, 0]"
12831,"[0, 0, 3, 1, 2]","[0, 0, 3, 2, 1]","[0, 1, 1, 2, 2]","[0, 0, 2, 4, 0]"
12832,"[1, 1, 8, 2, 0]","[1, 6, 5, 0, 0]","[0, 2, 6, 3, 1]","[2, 1, 7, 1, 1]"
12836,,,,
12854,,,,
12859,,,,
12902,,,,
12911,,,,
12919,,,,
12920,,,,
12936,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0]"
12940,,,,
12941,,,,
12950,,,,
12951,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
12952,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
12953,,,,
12954,,,,
22000,"[0, 0, 2, 4, 19]","[0, 0, 2, 7, 14]","[0, 1, 0, 9, 12]","[0, 2, 11, 7, 1]"
22001,"[0, 0, 5, 9, 10]","[1, 3, 6, 6, 8]","[2, 1, 2, 10, 9]","[0, 2, 6, 11, 5]"
22002,"[0, 0, 0, 1, 7]","[0, 0, 1, 0, 7]","[0, 0, 0, 0, 8]","[0, 0, 4, 4, 0]"
22003,,,,
22004,,,,
