COURSE,E22_LEARNING,E22_MOTIVATION,E22_FEEDBACK,E22_WORKLOAD
01527,"[0, 0, 0, 0, 5]","[0, 0, 0, 0, 5]","[0, 0, 0, 1, 4]","[0, 0, 4, 1, 0]"
01617,"[1, 5, 4, 11, 22]","[0, 9, 5, 10, 18]","[2, 1, 3, 15, 22]","[2, 5, 14, 15, 7]"
01621,,,,
01622,,,,
01666,,,,
01715,"[0, 0, 0, 1, 7]","[0, 0, 0, 1, 7]","[0, 0, 0, 1, 7]","[0, 3, 5, 0, 0]"
01716,,,,
01901,"[12, 37, 54, 93, 108]","[31, 45, 82, 84, 55]","[20, 35, 64, 95, 81]","[10, 35, 118, 85, 47]"
01904,"[10, 8, 13, 11, 8]","[15, 9, 14, 7, 4]","[5, 6, 13, 15, 9]","[4, 7, 20, 12, 5]"
01910,,,,
01920,"[2, 3, 7, 33, 32]","[4, 8, 25, 24, 16]","[4, 4, 11, 25, 33]","[3, 9, 27, 23, 15]"
02101,"[14, 17, 28, 29, 23]","[18, 21, 32, 26, 13]","[8, 33, 29, 27, 12]","[10, 21, 52, 16, 10]"
02102,,,,
02105,,,,
02110,"[0, 2, 3, 21, 42]","[4, 2, 11, 25, 24]","[3, 7, 11, 28, 17]","[2, 9, 22, 23, 9]"
02121,"[0, 1, 1, 7, 9]","[0, 2, 4, 8, 4]","[0, 2, 10, 4, 2]","[1, 4, 10, 3, 0]"
02122,,,,
02128,,,,
02132,"[1, 2, 2, 7, 27]","[0, 0, 3, 11, 25]","[1, 0, 4, 15, 19]","[2, 5, 25, 5, 2]"
02135,,,,
02138,"[1, 3, 4, 16, 15]","[2, 8, 8, 13, 8]","[2, 2, 8, 15, 12]","[0, 4, 13, 19, 3]"
02139,,,,
02141,,,,
02148,"[0, 1, 2, 2, 7]","[0, 1, 0, 7, 4]","[1, 3, 2, 5, 1]","[2, 1, 8, 1, 0]"
02155,"[2, 2, 3, 10, 8]","[9, 3, 4, 4, 5]","[3, 7, 8, 5, 2]","[0, 4, 19, 1, 1]"
02156,"[0, 1, 2, 4, 2]","[0, 1, 3, 5, 0]","[0, 0, 2, 4, 3]","[0, 3, 4, 2, 0]"
02157,"[2, 11, 6, 22, 14]","[11, 13, 10, 12, 9]","[6, 11, 16, 17, 5]","[4, 8, 27, 7, 9]"
02158,"[0, 0, 2, 3, 12]","[1, 1, 2, 7, 5]","[0, 0, 1, 5, 10]","[0, 3, 5, 7, 1]"
02159,"[0, 2, 4, 6, 4]","[0, 1, 6, 2, 7]","[2, 0, 3, 7, 4]","[1, 4, 7, 4, 0]"
02160,,,,
02161,,,,
02162,"[1, 1, 1, 4, 3]","[4, 1, 2, 2, 1]","[1, 1, 1, 4, 3]","[0, 0, 4, 2, 4]"
02170,,,,
02180,,,,
02182,,,,
02191,"[0, 0, 0, 1, 0]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0]"
02192,,,,
02193,,,,
02203,"[0, 0, 4, 9, 6]","[0, 0, 1, 9, 9]","[0, 2, 2, 10, 5]","[0, 2, 13, 3, 1]"
02204,,,,
02205,,,,
02209,"[0, 0, 0, 1, 1]","[0, 0, 1, 0, 1]","[0, 0, 1, 0, 1]","[0, 0, 2, 0, 0]"
02211,,,,
02217,"[0, 0, 1, 0, 1]","[0, 1, 0, 1, 0]","[1, 0, 0, 1, 0]","[0, 0, 0, 0, 2]"
02221,,,,
02223,"[7, 13, 16, 13, 7]","[9, 11, 14, 10, 11]","[2, 4, 5, 14, 30]","[1, 5, 29, 17, 4]"
02224,,,,
02229,"[1, 2, 4, 10, 6]","[0, 3, 6, 8, 5]","[3, 0, 4, 8, 7]","[0, 3, 13, 4, 2]"
02232,"[5, 2, 4, 7, 4]","[5, 1, 5, 5, 6]","[0, 2, 6, 8, 6]","[1, 4, 9, 5, 3]"
02233,,,,
02234,"[2, 3, 2, 7, 2]","[1, 4, 2, 6, 3]","[1, 3, 2, 7, 3]","[1, 2, 8, 4, 1]"
02238,,,,
02239,"[7, 7, 12, 32, 17]","[6, 11, 13, 30, 14]","[3, 8, 22, 28, 12]","[1, 8, 31, 24, 9]"
02242,,,,
02244,,,,
02245,"[0, 0, 0, 0, 5]","[0, 0, 0, 1, 4]","[0, 0, 0, 2, 3]","[0, 0, 4, 0, 1]"
02246,"[0, 0, 1, 4, 9]","[0, 1, 0, 5, 8]","[0, 0, 0, 3, 11]","[1, 1, 6, 4, 2]"
02247,,,,
02249,"[0, 0, 3, 6, 9]","[0, 0, 2, 7, 9]","[0, 1, 0, 4, 13]","[1, 4, 7, 5, 1]"
02255,,,,
02256,,,,
02257,,,,
02258,"[0, 0, 2, 2, 3]","[0, 1, 1, 3, 2]","[0, 0, 3, 2, 2]","[0, 0, 1, 3, 3]"
02263,"[1, 1, 3, 14, 6]","[1, 2, 4, 9, 9]","[0, 1, 5, 12, 7]","[1, 2, 18, 2, 2]"
02266,"[4, 6, 8, 19, 21]","[3, 6, 4, 19, 26]","[0, 3, 5, 11, 38]","[1, 8, 31, 11, 7]"
02267,"[1, 2, 1, 1, 8]","[2, 1, 0, 5, 5]","[1, 0, 4, 4, 4]","[1, 0, 1, 9, 2]"
02268,,,,
02269,"[1, 1, 4, 11, 14]","[1, 2, 7, 12, 9]","[1, 0, 4, 14, 12]","[1, 2, 16, 9, 3]"
02282,,,,
02285,,,,
02287,"[0, 0, 1, 5, 13]","[0, 0, 2, 4, 13]","[0, 0, 1, 7, 11]","[0, 3, 11, 1, 4]"
02289,"[0, 0, 0, 3, 5]","[1, 0, 0, 3, 4]","[0, 3, 0, 1, 4]","[0, 0, 7, 0, 1]"
02291,,,,
02312,"[0, 0, 1, 6, 5]","[0, 0, 3, 2, 7]","[3, 2, 2, 2, 3]","[0, 3, 4, 3, 2]"
02314,"[2, 2, 3, 5, 1]","[3, 2, 3, 5, 0]","[3, 3, 4, 3, 0]","[3, 1, 2, 4, 3]"
02318,"[7, 4, 3, 4, 5]","[10, 6, 1, 1, 5]","[11, 4, 2, 2, 4]","[2, 3, 7, 5, 6]"
02320,,,,
02321,"[0, 0, 1, 7, 2]","[0, 0, 1, 6, 3]","[1, 3, 3, 3, 0]","[1, 1, 7, 1, 0]"
02322,,,,
02323,"[2, 4, 13, 14, 12]","[4, 6, 9, 16, 7]","[3, 4, 6, 17, 12]","[3, 3, 19, 12, 5]"
02324,,,,
02326,,,,
02327,,,,
02332,"[1, 2, 6, 7, 3]","[2, 4, 7, 4, 2]","[4, 5, 5, 4, 1]","[1, 1, 4, 8, 5]"
02346,,,,
02362,,,,
02363,,,,
02369,"[2, 6, 5, 3, 2]","[2, 5, 7, 3, 1]","[1, 1, 4, 8, 4]","[4, 3, 8, 1, 2]"
02393,"[2, 4, 15, 24, 24]","[1, 8, 8, 30, 22]","[4, 4, 12, 22, 26]","[14, 11, 29, 8, 7]"
02402,"[4, 8, 21, 57, 52]","[8, 20, 35, 45, 32]","[3, 4, 15, 59, 57]","[5, 23, 79, 29, 2]"
02403,,,,
02405,"[1, 1, 5, 12, 19]","[1, 7, 5, 13, 12]","[1, 2, 8, 11, 16]","[0, 5, 14, 11, 8]"
02407,"[1, 2, 5, 6, 6]","[0, 2, 8, 6, 4]","[6, 4, 4, 3, 3]","[0, 2, 5, 9, 3]"
02409,"[0, 3, 5, 14, 11]","[1, 7, 5, 9, 11]","[7, 8, 11, 3, 3]","[1, 3, 18, 11, 0]"
02411,"[1, 4, 11, 19, 12]","[4, 6, 14, 15, 8]","[9, 10, 20, 5, 3]","[2, 6, 30, 6, 3]"
02413,"[0, 0, 0, 3, 10]","[0, 0, 2, 5, 6]","[0, 1, 2, 8, 2]","[0, 3, 7, 3, 0]"
02417,,,,
02418,"[0, 0, 0, 4, 9]","[0, 0, 4, 3, 6]","[1, 6, 2, 3, 1]","[0, 0, 3, 2, 8]"
02421,,,,
02424,,,,
02425,"[0, 0, 0, 0, 8]","[0, 0, 0, 5, 3]","[2, 1, 1, 1, 3]","[0, 1, 3, 2, 2]"
02427,"[0, 0, 0, 0, 3]","[0, 0, 0, 0, 3]","[1, 0, 0, 1, 1]","[0, 0, 1, 1, 1]"
02429,"[0, 0, 0, 1, 1]","[0, 0, 0, 1, 1]","[0, 0, 0, 2, 0]","[0, 0, 0, 1, 1]"
02431,"[0, 1, 4, 8, 5]","[4, 2, 5, 6, 1]","[2, 4, 4, 7, 1]","[0, 5, 12, 1, 0]"
02435,,,,
02441,"[1, 0, 3, 6, 11]","[1, 2, 3, 5, 9]","[1, 1, 2, 4, 12]","[0, 1, 6, 5, 8]"
02443,,,,
02445,"[3, 4, 6, 9, 2]","[3, 6, 4, 7, 4]","[6, 8, 5, 3, 2]","[1, 3, 12, 6, 2]"
02450,"[2, 4, 20, 55, 62]","[6, 19, 29, 45, 40]","[6, 14, 29, 55, 36]","[2, 8, 48, 51, 31]"
02455,"[0, 2, 4, 10, 8]","[0, 0, 5, 8, 11]","[0, 0, 1, 2, 21]","[2, 5, 9, 7, 1]"
02456,"[5, 8, 27, 52, 38]","[17, 17, 20, 46, 27]","[24, 27, 22, 29, 25]","[1, 1, 27, 46, 52]"
02458,"[1, 3, 3, 5, 4]","[2, 3, 4, 3, 3]","[0, 4, 3, 5, 3]","[0, 2, 6, 4, 3]"
02461,"[0, 1, 4, 11, 7]","[0, 3, 4, 8, 8]","[0, 2, 1, 8, 12]","[0, 9, 10, 2, 2]"
02462,,,,
02463,,,,
02464,,,,
02465,,,,
02466,,,,
02467,,,,
02471,"[0, 0, 0, 10, 23]","[0, 0, 5, 13, 14]","[0, 0, 1, 13, 18]","[0, 0, 7, 15, 10]"
02476,"[0, 0, 1, 5, 24]","[0, 1, 4, 6, 19]","[2, 4, 9, 6, 9]","[0, 2, 13, 5, 10]"
02477,,,,
02492,"[0, 3, 0, 2, 0]","[1, 1, 3, 0, 0]","[0, 0, 0, 3, 2]","[0, 1, 4, 0, 0]"
02502,"[1, 3, 21, 52, 57]","[4, 9, 14, 45, 59]","[27, 24, 45, 20, 15]","[10, 46, 62, 13, 1]"
02504,,,,
02506,,,,
02507,"[0, 0, 0, 3, 1]","[0, 0, 0, 1, 3]","[0, 0, 0, 0, 4]","[0, 0, 2, 2, 0]"
02509,,,,
02510,,,,
02514,,,,
02525,"[0, 4, 8, 13, 9]","[1, 10, 10, 10, 3]","[0, 2, 7, 16, 9]","[0, 5, 14, 13, 2]"
02526,,,,
02561,"[0, 0, 1, 7, 12]","[0, 3, 3, 6, 8]","[2, 4, 5, 4, 5]","[1, 1, 6, 7, 5]"
02562,"[0, 3, 0, 4, 6]","[1, 1, 2, 6, 3]","[0, 5, 2, 4, 2]","[0, 0, 7, 3, 3]"
02563,,,,
02566,,,,
02580,,,,
02582,,,,
02586,,,,
02601,"[2, 3, 15, 17, 18]","[3, 10, 9, 19, 14]","[2, 0, 8, 20, 25]","[2, 5, 26, 17, 5]"
02610,"[1, 3, 12, 19, 22]","[4, 7, 11, 21, 14]","[1, 4, 13, 20, 19]","[1, 3, 33, 16, 4]"
02612,,,,
02614,"[1, 0, 3, 8, 24]","[1, 2, 5, 14, 14]","[0, 1, 5, 9, 21]","[0, 1, 13, 5, 17]"
02616,,,,
02619,"[0, 0, 1, 6, 5]","[2, 1, 0, 3, 5]","[1, 0, 5, 4, 1]","[0, 0, 4, 4, 3]"
02623,,,,
02624,"[0, 0, 0, 1, 3]","[0, 0, 0, 0, 4]","[0, 0, 0, 1, 3]","[0, 2, 2, 0, 0]"
02631,"[20, 20, 33, 39, 35]","[33, 22, 35, 32, 24]","[18, 34, 29, 46, 19]","[14, 27, 48, 31, 23]"
02632,,,,
02633,"[1, 6, 3, 9, 13]","[3, 2, 5, 13, 9]","[0, 10, 8, 9, 5]","[3, 7, 17, 2, 3]"
02634,,,,
02635,"[0, 2, 12, 23, 20]","[2, 2, 13, 31, 8]","[3, 11, 12, 16, 14]","[5, 3, 32, 13, 3]"
02686,,,,
02687,,,,
02689,"[0, 0, 0, 0, 4]","[0, 0, 0, 0, 4]","[0, 0, 0, 0, 4]","[0, 0, 0, 0, 4]"
02805,"[1, 2, 3, 9, 12]","[1, 2, 3, 7, 14]","[3, 1, 5, 11, 7]","[0, 1, 9, 10, 6]"
02806,,,,
02807,"[27, 17, 11, 11, 8]","[27, 16, 10, 13, 7]","[31, 17, 11, 6, 8]","[10, 11, 38, 8, 5]"
02808,,,,
02809,"[4, 6, 17, 33, 32]","[6, 5, 15, 30, 36]","[1, 4, 4, 25, 58]","[1, 6, 37, 30, 18]"
02830,"[0, 1, 4, 3, 1]","[0, 1, 5, 2, 1]","[0, 0, 0, 4, 5]","[0, 0, 6, 3, 0]"
02840,,,,
02841,,,,
02901,,,,
02910,,,,
02913,,,,
02935,,,,
02940,,,,
02941,,,,
02946,"[0, 0, 0, 2, 0]","[0, 0, 0, 2, 0]","[0, 1, 0, 1, 0]","[0, 0, 1, 0, 1]"
02949,,,,
02952,,,,
02953,,,,
02955,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
02960,,,,
02969,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
02975,,,,
02976,,,,
02979,,,,
02980,,,,
02981,,,,
02G01,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
02G02,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
02G03,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
02G04,,,,
02G05,,,,
02G06,,,,
02G07,"[0, 0, 0, 0, 2]","[0, 0, 0, 0, 2]","[0, 0, 0, 1, 1]","[0, 0, 0, 2, 0]"
02G08,"[0, 0, 0, 0, 3]","[0, 0, 0, 0, 3]","[0, 0, 2, 1, 0]","[0, 0, 1, 2, 0]"
02G09,"[0, 0, 1, 0, 1]","[0, 0, 0, 1, 1]","[0, 1, 0, 1, 0]","[0, 0, 1, 1, 0]"
02G10,,,,
10018,,,,
10020,,,,
10022,,,,
10024,,,,
10031,"[0, 0, 1, 13, 9]","[0, 0, 3, 13, 7]","[0, 3, 8, 9, 3]","[1, 0, 10, 11, 1]"
10033,"[0, 3, 7, 30, 18]","[1, 7, 15, 30, 5]","[7, 16, 19, 12, 4]","[1, 24, 24, 7, 2]"
10034,,,,
10036,"[0, 0, 1, 6, 35]","[0, 3, 6, 21, 12]","[0, 1, 2, 9, 30]","[1, 6, 13, 18, 3]"
10041,"[0, 2, 3, 15, 12]","[0, 2, 7, 11, 12]","[3, 3, 7, 14, 5]","[0, 4, 20, 6, 2]"
10050,,,,
10054,,,,
10102,,,,
10104,,,,
10112,"[0, 0, 0, 9, 6]","[0, 2, 1, 6, 6]","[0, 0, 2, 9, 4]","[0, 1, 4, 5, 5]"
10122,"[1, 2, 2, 5, 6]","[1, 2, 2, 4, 7]","[0, 1, 2, 1, 12]","[0, 0, 7, 4, 5]"
10200,"[0, 0, 0, 1, 4]","[0, 0, 2, 3, 0]","[1, 1, 1, 2, 0]","[0, 0, 3, 2, 0]"
10209,,,,
10240,,,,
10255,,,,
10260,,,,
10302,,,,
10303,"[0, 0, 2, 7, 27]","[2, 0, 6, 13, 15]","[0, 5, 7, 11, 13]","[0, 3, 27, 2, 4]"
10304,,,,
10306,,,,
10314,,,,
10315,,,,
10316,"[0, 0, 1, 2, 5]","[0, 3, 0, 3, 2]","[0, 1, 2, 4, 1]","[0, 0, 5, 2, 1]"
10317,,,,
10318,"[0, 0, 0, 2, 2]","[0, 0, 0, 2, 2]","[0, 1, 2, 0, 1]","[0, 0, 1, 2, 1]"
10321,"[0, 0, 0, 1, 3]","[0, 0, 0, 3, 1]","[0, 0, 0, 4, 0]","[0, 0, 1, 2, 1]"
10325,"[0, 0, 2, 2, 4]","[0, 0, 0, 4, 4]","[0, 0, 2, 3, 3]","[0, 1, 4, 2, 1]"
10326,"[0, 0, 0, 0, 2]","[0, 0, 0, 0, 2]","[0, 0, 1, 1, 0]","[0, 0, 2, 0, 0]"
10331,"[0, 0, 1, 1, 4]","[1, 0, 0, 1, 4]","[0, 0, 1, 0, 5]","[0, 2, 4, 0, 0]"
10333,"[0, 2, 5, 8, 9]","[2, 2, 6, 11, 3]","[1, 2, 10, 9, 2]","[1, 3, 14, 5, 1]"
10337,,,,
10339,"[0, 0, 0, 1, 7]","[0, 2, 0, 2, 4]","[0, 2, 0, 3, 3]","[0, 1, 5, 1, 1]"
10346,,,,
10350,"[0, 1, 0, 6, 20]","[1, 0, 2, 10, 14]","[0, 1, 1, 8, 17]","[1, 2, 18, 4, 2]"
10380,"[0, 0, 0, 1, 7]","[0, 0, 0, 0, 7]","[0, 0, 1, 2, 4]","[0, 0, 4, 3, 0]"
10384,,,,
10385,"[0, 0, 0, 4, 1]","[0, 0, 1, 1, 2]","[0, 0, 1, 2, 1]","[0, 0, 3, 1, 0]"
10386,,,,
10400,"[0, 0, 0, 0, 9]","[0, 0, 0, 1, 8]","[0, 0, 0, 3, 6]","[0, 0, 5, 3, 1]"
10401,,,,
10402,,,,
10405,"[0, 0, 3, 1, 7]","[0, 1, 1, 4, 4]","[4, 2, 2, 2, 0]","[0, 2, 4, 4, 0]"
10411,,,,
10420,,,,
10506,,,,
10507,,,,
10508,,,,
10509,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
10511,,,,
10512,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]"
10514,,,,
10515,,,,
10520,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10521,,,,
10530,,,,
10540,,,,
10550,,,,
10590,"[0, 0, 0, 1, 10]","[0, 1, 0, 3, 7]","[1, 0, 1, 3, 6]","[0, 2, 7, 0, 2]"
10603,,,,
10605,"[0, 0, 0, 3, 4]","[0, 0, 1, 3, 3]","[0, 0, 2, 1, 4]","[0, 4, 3, 0, 0]"
10610,"[0, 0, 0, 0, 4]","[0, 0, 0, 0, 4]","[0, 0, 1, 0, 3]","[0, 1, 1, 1, 1]"
10720,,,,
10721,,,,
10722,,,,
10730,,,,
10731,,,,
10732,,,,
10750,"[0, 0, 1, 3, 4]","[0, 0, 0, 4, 4]","[0, 0, 1, 4, 3]","[0, 6, 1, 1, 0]"
10850,,,,
10851,"[0, 0, 0, 0, 1]","[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0]"
10852,,,,
10855,"[0, 0, 0, 1, 4]","[0, 0, 0, 4, 1]","[0, 1, 1, 0, 2]","[0, 0, 2, 0, 2]"
10859,"[0, 0, 4, 9, 14]","[0, 0, 5, 13, 9]","[0, 2, 7, 9, 9]","[0, 2, 17, 5, 2]"
10862,,,,
10916,"[0, 3, 7, 6, 3]","[0, 6, 3, 6, 4]","[1, 6, 3, 8, 1]","[1, 4, 8, 2, 4]"
10935,"[1, 4, 3, 15, 3]","[2, 3, 5, 13, 2]","[3, 5, 3, 13, 1]","[1, 3, 12, 4, 5]"
12000,"[0, 0, 2, 11, 19]","[0, 1, 8, 13, 10]","[0, 1, 7, 11, 13]","[0, 2, 16, 8, 6]"
12003,,,,
12100,,,,
12102,"[1, 2, 2, 12, 9]","[4, 2, 5, 9, 5]","[0, 1, 6, 14, 4]","[0, 2, 9, 10, 3]"
12104,"[2, 3, 2, 28, 24]","[6, 1, 13, 20, 19]","[2, 2, 6, 21, 28]","[1, 2, 17, 16, 23]"
12109,"[0, 0, 1, 7, 7]","[0, 0, 4, 5, 6]","[0, 1, 4, 5, 5]","[0, 2, 10, 3, 0]"
12110,,,,
12111,"[0, 0, 0, 1, 1]","[0, 0, 0, 1, 1]","[0, 1, 1, 0, 0]","[0, 0, 2, 0, 0]"
12121,,,,
12122,"[0, 2, 1, 13, 16]","[0, 2, 6, 8, 16]","[5, 7, 10, 7, 3]","[0, 2, 12, 12, 6]"
12124,"[0, 0, 0, 3, 7]","[0, 0, 1, 4, 5]","[1, 3, 2, 3, 1]","[0, 0, 0, 3, 7]"
12130,"[0, 0, 2, 13, 23]","[0, 1, 4, 16, 17]","[5, 8, 12, 8, 4]","[0, 3, 24, 10, 1]"
12132,"[1, 0, 1, 2, 20]","[2, 0, 0, 7, 15]","[1, 1, 1, 4, 17]","[1, 2, 9, 8, 4]"
12134,,,,
12138,,,,
12139,"[5, 2, 7, 17, 8]","[3, 6, 10, 6, 14]","[4, 3, 4, 18, 10]","[3, 5, 20, 8, 3]"
12143,,,,
12145,"[0, 0, 5, 8, 11]","[0, 2, 3, 11, 7]","[1, 1, 6, 10, 5]","[0, 3, 14, 3, 3]"
12202,"[1, 0, 3, 14, 19]","[1, 1, 4, 15, 16]","[0, 1, 2, 6, 28]","[3, 0, 15, 15, 4]"
12203,,,,
12205,,,,
12210,"[0, 0, 0, 6, 8]","[1, 1, 0, 4, 8]","[1, 0, 2, 4, 7]","[0, 1, 9, 3, 1]"
12227,,,,
12228,"[0, 0, 3, 11, 21]","[1, 1, 3, 14, 15]","[0, 1, 5, 16, 12]","[2, 6, 22, 3, 1]"
12231,,,,
12237,,,,
12238,,,,
12240,"[0, 1, 3, 15, 24]","[0, 1, 1, 19, 22]","[0, 1, 5, 23, 14]","[0, 1, 29, 11, 2]"
12245,"[0, 0, 5, 18, 18]","[0, 2, 4, 14, 21]","[0, 3, 3, 14, 19]","[2, 8, 22, 5, 2]"
12320,,,,
12330,,,,
12331,,,,
12336,"[0, 1, 5, 12, 8]","[0, 2, 5, 10, 9]","[1, 2, 2, 7, 14]","[0, 2, 15, 8, 1]"
12345,,,,
12350,"[0, 1, 4, 2, 9]","[0, 3, 3, 3, 6]","[1, 3, 3, 4, 4]","[0, 5, 8, 1, 1]"
12360,,,,
12361,"[1, 0, 1, 5, 12]","[0, 0, 2, 5, 11]","[0, 0, 1, 2, 15]","[0, 2, 11, 4, 0]"
12362,"[4, 14, 13, 15, 4]","[7, 18, 6, 15, 3]","[13, 9, 15, 9, 3]","[2, 10, 28, 6, 3]"
12363,,,,
12410,"[0, 0, 2, 3, 8]","[0, 1, 2, 5, 5]","[0, 0, 2, 6, 5]","[0, 2, 7, 4, 0]"
12411,,,,
12412,"[0, 3, 5, 6, 8]","[0, 3, 3, 7, 8]","[2, 5, 4, 6, 3]","[2, 3, 13, 1, 1]"
12415,,,,
12420,"[0, 1, 0, 3, 2]","[0, 2, 0, 3, 1]","[0, 0, 3, 2, 1]","[0, 1, 3, 2, 0]"
12421,"[0, 0, 4, 5, 6]","[0, 1, 4, 6, 4]","[0, 1, 1, 6, 7]","[0, 0, 5, 9, 1]"
12422,,,,
12423,,,,
12430,,,,
12431,"[0, 0, 1, 9, 8]","[0, 0, 2, 8, 8]","[0, 0, 2, 7, 9]","[0, 1, 11, 3, 2]"
12432,"[0, 0, 0, 1, 3]","[0, 0, 0, 0, 4]","[0, 0, 0, 2, 2]","[0, 0, 3, 0, 1]"
12440,"[0, 1, 1, 0, 5]","[1, 1, 0, 1, 4]","[1, 1, 0, 1, 4]","[0, 0, 4, 0, 3]"
12441,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 1, 0]","[0, 0, 0, 1, 0]"
12442,,,,
12443,,,,
12444,"[2, 6, 4, 1, 0]","[8, 4, 0, 1, 0]","[2, 3, 6, 2, 0]","[1, 1, 3, 3, 5]"
12451,,,,
12452,,,,
12550,"[5, 7, 8, 10, 3]","[11, 6, 10, 5, 1]","[5, 6, 5, 12, 4]","[1, 5, 12, 9, 4]"
12551,,,,
12552,"[1, 2, 4, 5, 2]","[5, 1, 2, 5, 1]","[7, 1, 2, 3, 1]","[0, 0, 4, 3, 7]"
12601,,,,
12603,,,,
12604,,,,
12605,"[2, 11, 7, 23, 16]","[11, 13, 13, 15, 6]","[4, 8, 15, 23, 8]","[3, 14, 30, 9, 2]"
12611,"[0, 1, 2, 5, 4]","[0, 2, 4, 4, 2]","[2, 0, 5, 2, 2]","[0, 1, 4, 3, 3]"
12612,"[4, 3, 5, 12, 9]","[5, 5, 5, 11, 7]","[9, 6, 8, 7, 3]","[1, 2, 17, 11, 2]"
12701,,,,
12771,"[2, 14, 24, 33, 15]","[5, 17, 21, 28, 13]","[1, 7, 16, 28, 32]","[1, 17, 46, 14, 5]"
12772,"[0, 10, 14, 49, 71]","[18, 18, 17, 39, 49]","[0, 3, 11, 47, 80]","[3, 2, 21, 46, 70]"
12773,,,,
12774,,,,
12821,"[0, 0, 0, 7, 2]","[0, 0, 1, 7, 1]","[0, 0, 4, 1, 3]","[0, 0, 4, 4, 1]"
12831,"[0, 0, 0, 1, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0]"
12832,"[0, 0, 0, 7, 0]","[0, 1, 3, 2, 1]","[0, 2, 0, 3, 2]","[0, 2, 3, 2, 0]"
12836,,,,
12854,,,,
12859,,,,
12902,,,,
12911,,,,
12933,,,,
12936,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
12950,,,,
12951,,,,
12952,,,,
12953,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0]"
12954,,,,
