COURSE,E20_LEARNING,E20_MOTIVATION,E20_FEEDBACK,E20_WORKLOAD
02162,"[0, 3, 1, 6, 2]","[3, 5, 0, 4, 0]","[0, 0, 2, 5, 5]","[0, 0, 6, 2, 4]"
02170,,,,
02180,,,,
02182,,,,
02191,"[1, 0, 1, 3, 4]","[0, 1, 2, 2, 4]","[2, 1, 2, 0, 4]","[0, 0, 3, 3, 3]"
02192,,,,
02193,,,,
02203,"[0, 0, 3, 3, 2]","[0, 0, 1, 3, 4]","[0, 0, 1, 3, 4]","[0, 1, 3, 3, 1]"
02204,,,,
02205,,,,
02209,"[0, 0, 0, 1, 3]","[0, 0, 1, 2, 1]","[0, 0, 0, 3, 1]","[0, 0, 3, 1, 0]"
02211,,,,
02217,,,,
02221,,,,
02223,"[7, 9, 15, 10, 2]","[5, 8, 17, 10, 3]","[3, 4, 5, 14, 17]","[1, 3, 17, 17, 5]"
02224,,,,
02229,"[0, 2, 2, 12, 12]","[0, 3, 4, 9, 12]","[3, 3, 6, 9, 7]","[0, 2, 18, 8, 0]"
02232,"[4, 3, 8, 5, 8]","[4, 2, 6, 9, 7]","[2, 2, 5, 13, 6]","[0, 1, 9, 9, 9]"
02233,,,,
02234,"[2, 4, 6, 6, 7]","[3, 3, 4, 11, 4]","[2, 6, 5, 6, 6]","[2, 3, 12, 6, 1]"
02238,,,,
02239,"[5, 11, 17, 29, 10]","[4, 18, 17, 21, 12]","[5, 11, 23, 19, 14]","[2, 10, 43, 11, 6]"
02242,"[1, 3, 3, 9, 9]","[4, 3, 5, 7, 6]","[6, 4, 7, 5, 3]","[0, 0, 1, 12, 12]"
02244,,,,
02246,"[0, 0, 0, 5, 4]","[0, 0, 0, 4, 5]","[0, 1, 0, 1, 7]","[0, 0, 4, 4, 1]"
02247,,,,
02249,"[0, 2, 0, 10, 17]","[1, 1, 2, 12, 13]","[1, 1, 2, 11, 14]","[0, 3, 18, 5, 3]"
02255,,,,
02256,,,,
02257,,,,
02258,"[0, 1, 4, 7, 8]","[3, 2, 3, 5, 7]","[5, 5, 6, 2, 2]","[0, 0, 9, 5, 6]"
02261,,,,
02263,"[0, 0, 8, 3, 4]","[2, 3, 6, 1, 3]","[0, 2, 3, 3, 7]","[0, 2, 9, 2, 2]"
02266,"[1, 2, 3, 13, 16]","[1, 1, 1, 10, 22]","[0, 1, 2, 6, 26]","[0, 1, 18, 8, 8]"
02267,"[0, 1, 3, 8, 19]","[1, 6, 3, 8, 13]","[1, 6, 6, 8, 10]","[1, 0, 3, 8, 19]"
02268,,,,
02269,"[2, 4, 6, 6, 2]","[3, 7, 1, 7, 2]","[2, 0, 4, 10, 4]","[1, 2, 9, 4, 4]"
02282,,,,
02285,,,,
02287,"[0, 0, 2, 10, 14]","[0, 2, 3, 12, 9]","[0, 1, 4, 5, 16]","[0, 2, 17, 7, 0]"
02289,"[0, 0, 2, 5, 14]","[0, 1, 3, 6, 11]","[0, 1, 2, 7, 10]","[0, 0, 7, 10, 4]"
02291,,,,
02312,"[1, 1, 5, 4, 7]","[0, 0, 8, 2, 8]","[1, 4, 3, 6, 4]","[1, 4, 7, 3, 3]"
02314,"[0, 0, 4, 5, 4]","[0, 1, 6, 5, 1]","[0, 6, 5, 1, 1]","[2, 4, 3, 2, 2]"
02315,,,,
02318,"[5, 14, 14, 6, 3]","[7, 12, 19, 2, 2]","[7, 8, 12, 10, 5]","[4, 12, 14, 8, 4]"
02320,,,,
02321,"[0, 0, 0, 2, 3]","[0, 0, 1, 3, 1]","[1, 2, 1, 1, 0]","[0, 0, 4, 1, 0]"
02322,,,,
02323,"[2, 4, 12, 25, 11]","[3, 5, 20, 15, 11]","[1, 6, 13, 22, 12]","[0, 10, 23, 10, 11]"
02324,,,,
02326,,,,
02327,,,,
02332,"[0, 4, 3, 9, 2]","[2, 4, 5, 5, 2]","[0, 2, 6, 5, 5]","[1, 5, 8, 1, 3]"
02346,,,,
02362,,,,
02363,,,,
02369,"[0, 4, 5, 2, 2]","[0, 2, 8, 2, 1]","[1, 4, 6, 2, 0]","[2, 2, 7, 2, 0]"
02393,"[1, 2, 15, 30, 24]","[0, 5, 16, 20, 30]","[2, 3, 21, 23, 22]","[5, 18, 33, 11, 5]"
02402,"[3, 9, 18, 65, 58]","[7, 21, 34, 56, 35]","[1, 11, 18, 69, 54]","[3, 27, 89, 27, 7]"
02403,,,,
02405,"[0, 5, 5, 17, 23]","[2, 5, 13, 21, 9]","[2, 2, 6, 25, 15]","[0, 2, 11, 24, 13]"
02407,"[0, 0, 0, 1, 6]","[0, 0, 0, 2, 5]","[0, 1, 1, 2, 3]","[0, 0, 5, 1, 1]"
02409,"[0, 3, 8, 16, 14]","[4, 6, 13, 10, 9]","[8, 14, 7, 8, 3]","[0, 5, 25, 7, 5]"
02411,"[0, 0, 10, 15, 13]","[1, 3, 13, 13, 8]","[10, 8, 12, 5, 3]","[0, 6, 25, 6, 1]"
02413,"[0, 0, 1, 2, 4]","[0, 1, 0, 3, 3]","[0, 0, 0, 6, 1]","[0, 2, 3, 0, 2]"
02417,"[1, 1, 2, 9, 20]","[2, 4, 3, 9, 15]","[1, 2, 3, 11, 16]","[0, 2, 2, 13, 16]"
02418,"[2, 6, 5, 9, 10]","[5, 11, 8, 5, 3]","[4, 12, 7, 8, 1]","[0, 1, 2, 14, 15]"
02421,,,,
02424,,,,
02425,"[0, 0, 0, 0, 2]","[0, 0, 0, 0, 2]","[0, 0, 0, 0, 2]","[0, 0, 1, 1, 0]"
02427,"[0, 0, 0, 2, 3]","[0, 1, 1, 0, 3]","[0, 0, 1, 0, 4]","[0, 0, 3, 2, 0]"
02429,"[0, 2, 1, 4, 3]","[0, 2, 1, 4, 3]","[1, 2, 0, 6, 1]","[0, 3, 3, 3, 1]"
02431,"[0, 1, 5, 16, 12]","[0, 5, 3, 12, 13]","[7, 9, 6, 6, 6]","[0, 3, 26, 4, 1]"
02435,,,,
02441,"[0, 0, 4, 3, 13]","[0, 1, 2, 5, 11]","[0, 0, 3, 4, 13]","[0, 1, 8, 6, 5]"
02443,,,,
02445,"[5, 4, 6, 1, 1]","[3, 9, 3, 1, 1]","[3, 8, 3, 1, 2]","[0, 3, 8, 4, 1]"
02450,"[5, 13, 31, 97, 95]","[21, 35, 51, 80, 54]","[7, 23, 67, 86, 58]","[2, 12, 94, 85, 48]"
02455,"[0, 0, 2, 6, 7]","[0, 0, 0, 8, 7]","[0, 0, 1, 1, 13]","[0, 0, 5, 7, 3]"
02456,"[2, 10, 19, 48, 45]","[12, 12, 32, 29, 40]","[19, 24, 24, 28, 30]","[0, 4, 33, 33, 55]"
02458,"[0, 0, 6, 8, 5]","[0, 1, 1, 11, 6]","[1, 2, 1, 6, 9]","[0, 1, 12, 5, 1]"
02460,,,,
02461,"[0, 0, 1, 15, 27]","[0, 1, 5, 11, 26]","[1, 2, 5, 10, 25]","[0, 6, 28, 8, 1]"
02462,,,,
02463,,,,
02464,,,,
02465,,,,
02466,,,,
02467,,,,
02471,"[0, 0, 2, 3, 19]","[0, 3, 3, 4, 14]","[0, 0, 0, 7, 17]","[1, 0, 8, 13, 2]"
02477,,,,
02492,"[1, 0, 2, 0, 0]","[0, 1, 2, 0, 0]","[0, 0, 3, 0, 0]","[0, 0, 1, 0, 2]"
02502,"[0, 11, 23, 39, 43]","[4, 15, 23, 36, 37]","[17, 34, 31, 17, 17]","[12, 38, 51, 10, 5]"
02504,,,,
02506,,,,
02507,"[0, 0, 4, 6, 6]","[0, 2, 2, 3, 9]","[0, 0, 4, 4, 8]","[1, 1, 12, 1, 1]"
02508,"[0, 1, 1, 0, 1]","[1, 0, 0, 1, 1]","[1, 0, 1, 0, 1]","[0, 0, 1, 2, 0]"
02514,,,,
02525,"[0, 3, 3, 10, 8]","[2, 4, 6, 10, 2]","[1, 1, 6, 7, 9]","[0, 5, 13, 6, 0]"
02526,,,,
02561,"[1, 0, 1, 7, 4]","[2, 1, 4, 3, 3]","[2, 5, 0, 4, 2]","[0, 1, 2, 4, 6]"
02562,"[0, 0, 0, 4, 2]","[0, 0, 2, 1, 3]","[1, 2, 0, 0, 3]","[0, 1, 2, 2, 1]"
02580,,,,
02582,,,,
02586,,,,
02601,"[6, 6, 15, 42, 13]","[10, 14, 17, 31, 10]","[3, 7, 11, 31, 30]","[1, 9, 38, 24, 9]"
02609,"[9, 8, 2, 1, 1]","[17, 2, 1, 0, 1]","[8, 5, 6, 2, 0]","[3, 1, 3, 8, 6]"
02610,"[1, 6, 7, 14, 17]","[2, 6, 13, 13, 11]","[0, 2, 13, 18, 11]","[2, 1, 25, 16, 1]"
02612,,,,
02614,"[0, 1, 4, 7, 13]","[0, 3, 3, 8, 11]","[0, 1, 1, 9, 14]","[0, 0, 5, 7, 13]"
02616,,,,
02619,"[0, 4, 2, 6, 3]","[3, 2, 3, 2, 5]","[4, 5, 3, 1, 2]","[0, 1, 7, 3, 4]"
02623,,,,
02624,,,,
02631,"[15, 28, 29, 48, 59]","[23, 28, 28, 52, 48]","[28, 39, 43, 39, 30]","[16, 34, 79, 35, 15]"
02632,,,,
02633,"[5, 4, 6, 15, 9]","[7, 5, 8, 10, 9]","[5, 11, 6, 9, 8]","[1, 4, 14, 12, 8]"
02634,,,,
02635,"[1, 7, 11, 20, 14]","[4, 11, 12, 18, 8]","[0, 4, 9, 33, 7]","[2, 9, 23, 13, 6]"
02686,,,,
02687,,,,
02689,"[0, 0, 0, 1, 4]","[0, 0, 0, 1, 4]","[0, 1, 1, 1, 2]","[0, 0, 0, 1, 4]"
02692,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0]","[0, 1, 0, 0, 0]"
02805,"[0, 1, 4, 14, 36]","[0, 0, 5, 12, 37]","[1, 1, 4, 16, 33]","[1, 5, 18, 22, 9]"
02806,,,,
02807,"[1, 3, 8, 30, 32]","[3, 1, 10, 27, 33]","[7, 10, 18, 19, 20]","[2, 8, 38, 24, 1]"
02808,,,,
02809,"[1, 7, 11, 27, 16]","[3, 4, 16, 23, 16]","[2, 5, 4, 27, 24]","[0, 5, 20, 22, 14]"
02823,"[0, 3, 7, 6, 0]","[1, 3, 5, 3, 4]","[0, 3, 3, 5, 5]","[0, 8, 7, 1, 0]"
02826,"[1, 0, 0, 2, 1]","[1, 0, 0, 2, 1]","[0, 1, 1, 0, 2]","[1, 1, 2, 0, 0]"
02830,"[0, 1, 2, 5, 3]","[0, 0, 4, 4, 3]","[0, 0, 0, 1, 10]","[0, 2, 5, 2, 2]"
02840,,,,
02841,,,,
02901,,,,
02910,,,,
02913,,,,
02923,,,,
02935,,,,
02936,,,,
02940,,,,
02941,,,,
02946,"[0, 0, 0, 0, 2]","[0, 0, 0, 0, 2]","[0, 0, 0, 0, 2]","[0, 1, 1, 0, 0]"
02947,,,,
02949,,,,
02952,,,,
02953,,,,
02955,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 1, 0]"
02960,,,,
02964,,,,
02969,,,,
02970,,,,
02971,,,,
02972,,,,
02973,,,,
10018,,,,
10020,,,,
10022,"[3, 15, 34, 88, 38]","[8, 16, 57, 65, 31]","[18, 51, 45, 41, 23]","[10, 43, 80, 32, 14]"
10024,"[4, 4, 5, 2, 2]","[7, 3, 3, 3, 1]","[4, 3, 4, 6, 0]","[7, 3, 6, 1, 0]"
10031,"[0, 0, 2, 17, 20]","[0, 1, 5, 15, 17]","[0, 5, 8, 16, 10]","[0, 1, 13, 17, 8]"
10033,"[1, 7, 16, 35, 32]","[4, 15, 24, 37, 11]","[4, 29, 20, 29, 9]","[0, 11, 36, 35, 9]"
10034,,,,
10036,"[0, 0, 1, 8, 23]","[0, 1, 5, 8, 18]","[0, 0, 2, 7, 23]","[1, 3, 9, 12, 6]"
10041,"[0, 1, 14, 21, 9]","[0, 10, 14, 16, 5]","[7, 12, 8, 16, 2]","[1, 6, 29, 8, 1]"
10050,,,,
10052,"[0, 3, 2, 1, 0]","[2, 3, 1, 0, 0]","[2, 3, 1, 0, 0]","[0, 1, 3, 2, 0]"
10054,,,,
10102,,,,
10103,,,,
10104,,,,
10112,"[1, 0, 0, 5, 11]","[1, 0, 1, 8, 7]","[0, 3, 3, 7, 4]","[0, 2, 7, 7, 1]"
10122,"[0, 3, 5, 13, 5]","[0, 5, 6, 10, 5]","[5, 5, 6, 8, 2]","[0, 3, 10, 6, 7]"
10200,"[0, 0, 1, 3, 3]","[0, 0, 0, 5, 2]","[0, 0, 0, 3, 3]","[0, 0, 4, 2, 1]"
10209,,,,
10240,,,,
10260,,,,
10302,,,,
10303,"[0, 0, 1, 7, 13]","[0, 0, 4, 10, 7]","[1, 3, 5, 7, 5]","[1, 3, 13, 4, 0]"
10304,,,,
10305,"[0, 0, 0, 1, 4]","[0, 0, 0, 1, 3]","[0, 1, 2, 2, 0]","[0, 0, 1, 2, 2]"
10306,,,,
10314,,,,
10315,,,,
10316,"[0, 2, 1, 9, 15]","[0, 2, 6, 9, 10]","[0, 2, 11, 5, 9]","[0, 5, 13, 7, 2]"
10321,"[0, 0, 1, 3, 6]","[0, 2, 2, 4, 2]","[0, 0, 2, 5, 3]","[0, 1, 3, 4, 2]"
10323,"[0, 0, 0, 0, 3]","[0, 0, 0, 2, 1]","[0, 0, 1, 2, 0]","[0, 0, 1, 1, 1]"
10325,"[0, 0, 0, 0, 2]","[0, 0, 0, 0, 2]","[0, 0, 0, 1, 1]","[0, 1, 0, 1, 0]"
10326,,,,
10327,,,,
10331,,,,
10333,"[2, 1, 4, 4, 9]","[2, 3, 2, 7, 6]","[2, 5, 3, 5, 5]","[0, 7, 11, 2, 0]"
10337,"[0, 0, 0, 0, 5]","[0, 0, 0, 1, 4]","[0, 0, 0, 0, 5]","[1, 0, 1, 3, 0]"
10339,"[0, 0, 3, 5, 3]","[1, 0, 4, 5, 1]","[3, 3, 3, 2, 0]","[0, 0, 5, 5, 1]"
10346,,,,
10347,"[0, 0, 0, 2, 4]","[0, 0, 0, 2, 4]","[0, 0, 0, 2, 4]","[0, 1, 5, 0, 0]"
10350,"[1, 0, 0, 8, 13]","[1, 0, 0, 7, 14]","[1, 0, 4, 6, 11]","[1, 4, 17, 0, 0]"
10380,"[0, 0, 0, 0, 9]","[0, 0, 0, 2, 7]","[0, 0, 2, 2, 5]","[0, 0, 1, 5, 3]"
10384,,,,
10385,"[0, 0, 1, 2, 3]","[0, 0, 0, 3, 3]","[0, 0, 0, 2, 4]","[0, 0, 3, 3, 0]"
10386,,,,
10400,"[0, 0, 1, 2, 8]","[0, 3, 5, 2, 1]","[0, 0, 1, 3, 7]","[0, 2, 6, 2, 1]"
10401,,,,
10402,,,,
10405,"[0, 0, 0, 6, 12]","[0, 1, 3, 7, 7]","[2, 10, 5, 1, 0]","[0, 3, 14, 0, 1]"
10420,,,,
10501,,,,
10506,"[0, 0, 0, 0, 2]","[0, 0, 0, 0, 2]","[0, 0, 0, 0, 2]","[0, 1, 0, 0, 1]"
10507,,,,
10508,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10512,"[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0]","[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0]"
10514,,,,
10520,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
10521,,,,
10530,,,,
10540,,,,
10550,,,,
10603,,,,
10605,"[0, 0, 1, 2, 5]","[0, 0, 1, 1, 6]","[0, 1, 0, 4, 3]","[2, 3, 2, 0, 1]"
10610,"[0, 1, 0, 1, 0]","[0, 0, 0, 1, 1]","[0, 0, 0, 0, 2]","[0, 0, 2, 0, 0]"
10720,,,,
10721,,,,
10722,,,,
10730,,,,
10731,,,,
10732,,,,
10850,,,,
10851,,,,
10852,,,,
10856,"[0, 0, 0, 2, 4]","[0, 0, 0, 2, 4]","[0, 0, 0, 0, 6]","[0, 0, 2, 4, 0]"
10859,"[0, 2, 3, 8, 22]","[1, 1, 3, 10, 20]","[1, 3, 2, 11, 18]","[0, 3, 21, 8, 2]"
10862,,,,
10868,,,,
10900,,,,
10910,,,,
10916,"[0, 4, 7, 7, 2]","[0, 5, 6, 7, 2]","[3, 4, 7, 5, 1]","[1, 4, 10, 4, 1]"
10935,"[5, 11, 9, 3, 2]","[6, 7, 14, 3, 0]","[11, 11, 6, 2, 0]","[5, 15, 7, 2, 1]"
11000,"[1, 4, 19, 21, 13]","[8, 10, 18, 17, 4]","[2, 13, 18, 15, 9]","[2, 6, 24, 14, 9]"
11010,"[1, 4, 3, 13, 8]","[3, 4, 6, 9, 7]","[4, 7, 9, 4, 5]","[0, 6, 11, 7, 5]"
11020,"[0, 1, 3, 1, 5]","[0, 1, 1, 5, 3]","[1, 4, 1, 2, 2]","[1, 3, 3, 3, 0]"
11022,,,,
11023,"[0, 4, 4, 7, 4]","[3, 7, 4, 2, 3]","[4, 2, 3, 5, 5]","[0, 1, 10, 6, 2]"
11031,,,,
11034,"[4, 13, 4, 1, 4]","[11, 5, 4, 2, 4]","[14, 6, 2, 2, 2]","[0, 2, 17, 4, 3]"
11035,"[0, 0, 3, 4, 3]","[0, 0, 2, 5, 3]","[4, 1, 2, 1, 2]","[0, 1, 5, 4, 0]"
11050,,,,
11080,,,,
11108,"[0, 0, 2, 5, 0]","[0, 1, 1, 4, 1]","[0, 1, 3, 2, 1]","[0, 1, 4, 1, 1]"
11110,,,,
11112,"[0, 0, 0, 8, 3]","[0, 3, 2, 4, 2]","[4, 2, 4, 0, 1]","[0, 1, 6, 4, 0]"
11115,"[0, 3, 9, 16, 3]","[1, 6, 6, 14, 4]","[0, 3, 6, 16, 6]","[0, 3, 20, 7, 1]"
11116,"[0, 3, 1, 6, 8]","[1, 2, 3, 3, 9]","[3, 6, 1, 1, 7]","[1, 1, 8, 5, 3]"
11117,,,,
11121,,,,
11122,"[0, 1, 2, 2, 7]","[1, 2, 1, 6, 2]","[1, 2, 4, 5, 0]","[0, 0, 4, 4, 4]"
11124,"[1, 1, 5, 11, 8]","[1, 3, 2, 10, 10]","[1, 2, 4, 8, 11]","[0, 2, 16, 6, 2]"
11127,,,,
11128,"[1, 3, 4, 4, 0]","[1, 1, 6, 3, 1]","[1, 0, 4, 7, 0]","[2, 1, 8, 1, 0]"
11129,,,,
11140,,,,
11141,"[0, 2, 3, 21, 9]","[2, 2, 10, 18, 3]","[9, 13, 6, 6, 1]","[0, 7, 24, 3, 1]"
11142,"[0, 1, 4, 15, 8]","[1, 2, 3, 17, 5]","[2, 4, 15, 3, 4]","[0, 3, 21, 2, 2]"
11203,"[1, 2, 2, 2, 6]","[1, 0, 2, 6, 4]","[2, 2, 5, 3, 1]","[3, 5, 5, 0, 0]"
11221,"[1, 0, 2, 3, 10]","[1, 0, 1, 5, 9]","[1, 1, 1, 2, 11]","[0, 1, 9, 5, 1]"
11222,,,,
11300,,,,
11305,"[0, 1, 4, 14, 7]","[0, 5, 8, 10, 2]","[2, 5, 10, 8, 0]","[0, 0, 13, 7, 6]"
11311,,,,
11318,"[0, 1, 1, 11, 11]","[0, 3, 2, 14, 5]","[6, 6, 8, 2, 1]","[0, 4, 15, 4, 1]"
11320,"[0, 2, 4, 14, 13]","[0, 4, 5, 11, 13]","[1, 2, 8, 10, 12]","[0, 1, 14, 14, 4]"
11331,"[0, 0, 4, 4, 0]","[0, 4, 2, 2, 0]","[3, 2, 3, 0, 0]","[0, 1, 1, 5, 1]"
11332,"[0, 0, 0, 2, 3]","[0, 0, 2, 1, 2]","[0, 1, 4, 0, 0]","[0, 3, 1, 1, 0]"
11341,"[3, 2, 10, 16, 8]","[4, 9, 14, 9, 3]","[17, 8, 8, 5, 0]","[0, 2, 24, 11, 2]"
11342,,,,
11343,"[0, 4, 8, 14, 7]","[6, 9, 10, 8, 0]","[23, 6, 4, 0, 0]","[0, 2, 6, 17, 8]"
11346,"[0, 1, 1, 1, 3]","[0, 3, 1, 1, 1]","[2, 4, 0, 0, 0]","[0, 0, 0, 3, 3]"
11347,,,,
11351,"[0, 0, 5, 14, 18]","[0, 2, 10, 17, 8]","[7, 7, 16, 6, 1]","[0, 0, 21, 14, 2]"
11352,,,,
11353,,,,
11365,,,,
11374,"[0, 0, 3, 3, 6]","[0, 3, 0, 5, 4]","[1, 1, 5, 3, 2]","[0, 0, 2, 6, 4]"
11375,"[0, 2, 2, 3, 4]","[0, 0, 3, 7, 1]","[2, 7, 1, 0, 1]","[0, 0, 2, 4, 5]"
11376,,,,
11404,,,,
11411,,,,
11412,"[5, 2, 0, 2, 2]","[5, 2, 1, 2, 1]","[6, 1, 3, 1, 0]","[1, 2, 2, 0, 6]"
11418,"[0, 0, 2, 6, 6]","[0, 0, 6, 3, 5]","[0, 0, 1, 4, 9]","[0, 1, 8, 5, 0]"
11420,"[0, 1, 1, 2, 0]","[1, 1, 1, 0, 1]","[0, 1, 1, 1, 1]","[0, 1, 3, 0, 0]"
11430,"[0, 0, 1, 7, 3]","[0, 0, 0, 5, 6]","[0, 1, 2, 5, 3]","[0, 2, 6, 2, 1]"
11440,"[0, 0, 0, 2, 3]","[0, 0, 1, 0, 4]","[0, 0, 1, 0, 4]","[0, 0, 5, 0, 0]"
11441,,,,
11442,"[0, 0, 0, 1, 3]","[0, 0, 0, 1, 3]","[0, 0, 0, 1, 3]","[0, 1, 2, 1, 0]"
11443,,,,
11450,,,,
11451,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
11462,,,,
11463,"[3, 5, 2, 8, 0]","[3, 5, 8, 2, 0]","[5, 7, 3, 2, 0]","[0, 3, 9, 5, 1]"
11464,"[1, 1, 4, 4, 4]","[1, 3, 1, 5, 4]","[0, 0, 3, 6, 5]","[0, 1, 3, 6, 4]"
11465,,,,
11466,"[0, 0, 0, 4, 7]","[0, 0, 0, 6, 4]","[1, 0, 3, 3, 4]","[0, 3, 5, 1, 2]"
11467,,,,
11522,,,,
11526,,,,
11561,,,,
11562,,,,
11563,"[0, 0, 3, 4, 7]","[0, 2, 4, 2, 6]","[0, 2, 6, 3, 3]","[0, 2, 6, 3, 3]"
11569,,,,
11619,,,,
11627,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
11691,,,,
11764,"[0, 0, 1, 6, 1]","[0, 0, 3, 3, 2]","[1, 1, 5, 1, 0]","[0, 0, 7, 1, 0]"
11767,"[1, 6, 11, 6, 2]","[4, 7, 7, 6, 2]","[6, 8, 6, 6, 0]","[0, 4, 9, 9, 4]"
