COURSE,F18_LEARNING,E18_LEARNING,F19_LEARNING,E19_LEARNING,F20_LEARNING,E20_LEARNING,F21_LEARNING,E21_LEARNING,F22_LEARNING,E22_LEARNING,F23_LEARNING,E23_LEARNING,F24_LEARNING,F18_MOTIVATION,E18_MOTIVATION,F19_MOTIVATION,E19_MOTIVATION,F20_MOTIVATION,E20_MOTIVATION,F21_MOTIVATION,E21_MOTIVATION,F22_MOTIVATION,E22_MOTIVATION,F23_MOTIVATION,E23_MOTIVATION,F24_MOTIVATION,F18_FEEDBACK,E18_FEEDBACK,F19_FEEDBACK,E19_FEEDBACK,F20_FEEDBACK,E20_FEEDBACK,F21_FEEDBACK,E21_FEEDBACK,F22_FEEDBACK,E22_FEEDBACK,F23_FEEDBACK,E23_FEEDBACK,F24_FEEDBACK,F18_WORKLOAD,E18_WORKLOAD,F19_WORKLOAD,E19_WORKLOAD,F20_WORKLOAD,E20_WORKLOAD,F21_WORKLOAD,E21_WORKLOAD,F22_WORKLOAD,E22_WORKLOAD,F23_WORKLOAD,E23_WORKLOAD,F24_WORKLOAD
46200,,,,"[0, 0, 3, 13, 46]",,"[2, 0, 3, 17, 51]",,"[1, 0, 5, 18, 39]",,"[0, 1, 0, 18, 44]",,"[0, 0, 4, 17, 43]",,,,,"[0, 1, 5, 11, 44]",,"[2, 2, 8, 19, 41]",,"[1, 0, 7, 18, 36]",,"[0, 1, 5, 11, 45]",,"[1, 0, 7, 22, 34]",,,,,"[2, 2, 13, 18, 26]",,"[1, 7, 10, 24, 31]",,"[1, 2, 13, 26, 20]",,"[0, 2, 9, 15, 36]",,"[1, 7, 6, 21, 29]",,,,,"[0, 0, 32, 26, 4]",,"[0, 1, 42, 21, 9]",,"[0, 0, 23, 26, 12]",,"[0, 0, 21, 31, 10]",,"[0, 1, 19, 27, 17]",
46205,,,,,,,,"[0, 1, 5, 26, 49]",,"[4, 3, 4, 34, 59]",,"[0, 5, 7, 31, 34]",,,,,,,,,"[1, 4, 7, 25, 44]",,"[6, 4, 13, 31, 49]",,"[2, 4, 10, 33, 27]",,,,,,,,,"[2, 6, 21, 30, 21]",,"[13, 14, 21, 25, 30]",,"[5, 13, 20, 21, 16]",,,,,,,,,"[1, 2, 20, 39, 19]",,"[1, 0, 17, 33, 52]",,"[0, 3, 13, 26, 33]",
46211,,,,"[0, 0, 0, 9, 25]",,"[0, 1, 1, 3, 25]",,"[0, 1, 0, 4, 36]",,"[0, 1, 0, 5, 20]",,"[0, 0, 0, 5, 24]",,,,,"[0, 1, 3, 5, 25]",,"[0, 1, 2, 5, 22]",,"[1, 0, 6, 15, 19]",,"[0, 1, 1, 10, 14]",,"[0, 0, 4, 11, 14]",,,,,"[0, 2, 4, 0, 28]",,"[0, 0, 0, 7, 23]",,"[0, 0, 3, 4, 34]",,"[0, 0, 2, 7, 17]",,"[0, 3, 3, 12, 11]",,,,,"[0, 0, 4, 12, 17]",,"[0, 0, 5, 11, 14]",,"[0, 1, 7, 21, 12]",,"[0, 0, 6, 11, 9]",,"[0, 0, 2, 10, 17]",
46215,,,,,,,,,,,"[0, 0, 1, 8, 7]",,"[0, 0, 4, 9, 9]",,,,,,,,,,,"[0, 0, 5, 7, 4]",,"[1, 2, 5, 7, 7]",,,,,,,,,,,"[1, 2, 1, 5, 7]",,"[0, 2, 5, 3, 12]",,,,,,,,,,,"[0, 4, 4, 4, 4]",,"[0, 3, 13, 2, 3]"
46230,,,,,"[1, 0, 8, 16, 15]",,"[1, 3, 7, 21, 9]",,"[1, 1, 10, 19, 10]",,"[0, 3, 7, 11, 4]",,"[0, 0, 3, 6, 10]",,,,,"[1, 2, 6, 18, 13]",,"[2, 4, 9, 13, 13]",,"[2, 2, 8, 17, 11]",,"[1, 2, 5, 12, 2]",,"[0, 3, 5, 3, 7]",,,,,"[1, 1, 3, 18, 17]",,"[1, 2, 8, 17, 13]",,"[1, 2, 9, 12, 16]",,"[1, 0, 7, 10, 4]",,"[0, 0, 3, 7, 8]",,,,,"[1, 8, 21, 6, 4]",,"[1, 3, 23, 10, 4]",,"[0, 7, 22, 5, 6]",,"[0, 4, 15, 1, 2]",,"[0, 2, 10, 4, 2]"
46300,,,,"[3, 2, 8, 35, 32]",,"[2, 1, 6, 28, 27]",,"[0, 1, 6, 25, 41]",,"[0, 1, 2, 24, 37]",,"[1, 1, 9, 41, 41]",,,,,"[4, 4, 16, 37, 19]",,"[1, 6, 8, 29, 20]",,"[2, 1, 11, 30, 29]",,"[0, 1, 10, 29, 23]",,"[4, 5, 7, 41, 35]",,,,,"[3, 6, 20, 29, 21]",,"[4, 10, 18, 24, 8]",,"[2, 2, 12, 28, 29]",,"[0, 1, 9, 27, 27]",,"[4, 7, 15, 31, 35]",,,,,"[0, 4, 39, 22, 13]",,"[0, 6, 26, 23, 9]",,"[1, 7, 33, 22, 10]",,"[2, 4, 23, 24, 11]",,"[0, 4, 48, 27, 14]",
46310,,,,,"[0, 0, 0, 9, 26]",,"[3, 2, 1, 14, 8]",,"[0, 0, 0, 7, 15]",,"[0, 0, 2, 1, 15]",,"[0, 1, 0, 4, 23]",,,,,"[0, 0, 2, 11, 22]",,"[4, 2, 5, 11, 6]",,"[0, 0, 2, 4, 16]",,"[0, 2, 2, 1, 13]",,"[0, 0, 1, 10, 17]",,,,,"[0, 1, 1, 8, 25]",,"[4, 4, 7, 7, 6]",,"[0, 0, 0, 3, 18]",,"[0, 0, 0, 4, 14]",,"[1, 1, 0, 3, 23]",,,,,"[1, 2, 24, 8, 0]",,"[7, 4, 8, 5, 4]",,"[0, 4, 10, 7, 0]",,"[0, 2, 8, 6, 2]",,"[0, 5, 18, 4, 1]"
46320,,,,"[0, 2, 4, 10, 6]",,"[0, 1, 2, 6, 17]",,"[0, 0, 2, 9, 20]",,"[0, 0, 2, 2, 14]",,"[0, 0, 0, 18, 23]",,,,,"[0, 1, 10, 6, 5]",,"[0, 1, 3, 11, 11]",,"[0, 0, 3, 13, 15]",,"[1, 0, 2, 2, 13]",,"[0, 0, 5, 13, 22]",,,,,"[2, 1, 12, 3, 4]",,"[1, 0, 1, 8, 16]",,"[0, 0, 0, 9, 22]",,"[0, 0, 2, 4, 12]",,"[0, 1, 0, 8, 31]",,,,,"[1, 0, 12, 8, 1]",,"[0, 1, 4, 10, 11]",,"[0, 0, 11, 17, 3]",,"[0, 0, 5, 10, 3]",,"[0, 2, 11, 18, 9]",
46400,,,,"[0, 0, 4, 4, 4]",,"[1, 2, 2, 3, 5]",,"[0, 0, 0, 5, 7]",,"[0, 0, 0, 5, 8]",,"[0, 0, 0, 1, 1]",,,,,"[0, 1, 5, 3, 3]",,"[2, 1, 5, 3, 2]",,"[0, 0, 1, 6, 5]",,"[0, 0, 2, 4, 7]",,"[0, 0, 1, 0, 1]",,,,,"[0, 0, 3, 5, 4]",,"[2, 1, 3, 2, 5]",,"[0, 1, 3, 7, 1]",,"[0, 0, 0, 4, 9]",,"[0, 1, 0, 0, 1]",,,,,"[0, 1, 3, 4, 4]",,"[0, 1, 5, 5, 2]",,"[0, 0, 9, 2, 1]",,"[0, 1, 9, 2, 1]",,"[0, 0, 2, 0, 0]",
46411,,,,,"[1, 0, 1, 5, 5]",,"[0, 0, 0, 6, 2]",,"[0, 0, 1, 5, 9]",,"[0, 0, 1, 4, 6]",,"[0, 0, 0, 1, 5]",,,,,"[0, 2, 1, 3, 6]",,"[0, 1, 2, 4, 1]",,"[0, 1, 0, 5, 8]",,"[0, 1, 3, 5, 2]",,"[0, 0, 1, 5, 0]",,,,,"[0, 3, 0, 5, 4]",,"[1, 2, 0, 4, 1]",,"[0, 0, 3, 4, 7]",,"[0, 0, 0, 7, 4]",,"[0, 0, 1, 5, 0]",,,,,"[0, 0, 8, 3, 1]",,"[0, 0, 1, 5, 2]",,"[0, 0, 4, 7, 2]",,"[0, 0, 6, 3, 2]",,"[0, 0, 2, 3, 1]"
46415,,,,,"[0, 0, 0, 0, 6]",,"[1, 0, 0, 2, 4]",,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0]",,,,,,,"[0, 0, 0, 2, 4]",,"[0, 0, 2, 2, 3]",,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0]",,,,,,,"[0, 0, 0, 0, 6]",,"[1, 0, 0, 0, 6]",,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0]",,,,,,,"[0, 0, 2, 3, 1]",,"[0, 0, 2, 2, 3]",,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 0, 0]",,
46420,,,,"[0, 0, 2, 5, 5]",,"[1, 0, 1, 7, 3]",,"[0, 0, 1, 7, 10]",,"[0, 1, 1, 9, 4]",,"[0, 0, 1, 8, 8]",,,,,"[0, 0, 2, 6, 4]",,"[0, 2, 3, 4, 3]",,"[0, 1, 4, 6, 7]",,"[0, 4, 1, 8, 2]",,"[0, 2, 3, 5, 7]",,,,,"[0, 2, 0, 6, 4]",,"[1, 1, 0, 5, 5]",,"[0, 0, 6, 4, 8]",,"[0, 2, 1, 7, 5]",,"[1, 1, 0, 6, 9]",,,,,"[0, 2, 7, 3, 0]",,"[0, 2, 7, 2, 1]",,"[0, 0, 13, 5, 0]",,"[1, 1, 8, 5, 0]",,"[0, 3, 7, 3, 4]",
46440,,,,"[0, 0, 0, 1, 8]",,,,"[0, 0, 0, 1, 5]",,"[0, 0, 0, 0, 4]",,"[0, 0, 1, 1, 0]",,,,,"[0, 0, 0, 0, 9]",,,,"[0, 0, 0, 1, 5]",,"[0, 0, 0, 1, 3]",,"[0, 1, 0, 1, 0]",,,,,"[0, 0, 0, 3, 6]",,,,"[0, 0, 1, 1, 5]",,"[0, 0, 0, 1, 3]",,"[0, 1, 1, 0, 0]",,,,,"[0, 1, 6, 1, 1]",,,,"[0, 0, 5, 2, 0]",,"[0, 1, 3, 0, 0]",,"[0, 1, 1, 0, 0]",
46500,,,,"[0, 2, 0, 6, 3]",,"[2, 0, 0, 4, 5]",,"[0, 1, 0, 3, 3]",,"[0, 0, 2, 2, 0]",,"[0, 1, 3, 5, 4]",,,,,"[0, 2, 1, 5, 2]",,"[2, 0, 1, 5, 3]",,"[0, 0, 3, 2, 2]",,"[0, 0, 2, 2, 0]",,"[0, 1, 5, 4, 3]",,,,,"[0, 2, 6, 1, 2]",,"[1, 1, 0, 7, 2]",,"[0, 0, 3, 2, 2]",,"[0, 2, 1, 1, 0]",,"[2, 1, 6, 2, 2]",,,,,"[0, 0, 10, 1, 0]",,"[0, 1, 6, 3, 1]",,"[0, 0, 4, 3, 0]",,"[0, 0, 1, 3, 0]",,"[0, 0, 5, 7, 1]",
46550,,,,,,,,"[0, 0, 0, 4, 4]",,"[1, 2, 1, 8, 7]",,"[0, 0, 1, 0, 3]",,,,,,,,,"[0, 0, 2, 2, 3]",,"[3, 2, 3, 6, 5]",,"[1, 0, 1, 0, 2]",,,,,,,,,"[0, 0, 1, 3, 3]",,"[5, 1, 4, 5, 4]",,"[0, 0, 0, 2, 2]",,,,,,,,,"[0, 0, 6, 1, 0]",,"[0, 0, 12, 4, 3]",,"[0, 0, 0, 1, 3]",
46600,,,,,"[0, 0, 3, 5, 8]",,"[1, 0, 2, 3, 6]",,"[2, 1, 1, 2, 0]",,"[0, 0, 1, 2, 1]",,"[0, 0, 0, 3, 0]",,,,,"[0, 2, 2, 6, 6]",,"[1, 1, 5, 2, 3]",,"[2, 1, 2, 1, 0]",,"[0, 0, 2, 1, 1]",,"[0, 3, 0, 0, 0]",,,,,"[0, 1, 0, 6, 9]",,"[0, 0, 2, 8, 2]",,"[2, 1, 2, 0, 1]",,"[0, 0, 0, 2, 2]",,"[1, 1, 0, 1, 0]",,,,,"[1, 1, 8, 4, 2]",,"[0, 0, 7, 3, 2]",,"[0, 1, 3, 2, 0]",,"[0, 0, 1, 3, 0]",,"[0, 1, 2, 0, 0]"
46610,,,,,"[0, 1, 1, 0, 1]",,"[0, 1, 1, 1, 0]",,"[0, 0, 0, 1, 1]",,"[0, 0, 0, 1, 0]",,,,,,,"[1, 1, 0, 0, 1]",,"[0, 2, 0, 1, 0]",,"[0, 0, 0, 1, 1]",,"[0, 0, 0, 0, 1]",,,,,,,"[1, 0, 0, 1, 0]",,"[0, 1, 0, 2, 0]",,"[0, 0, 0, 1, 1]",,"[0, 0, 0, 1, 0]",,,,,,,"[0, 0, 2, 1, 0]",,"[0, 0, 2, 1, 0]",,"[0, 0, 1, 0, 1]",,"[0, 1, 0, 0, 0]",,
46700,,,,,,,,,,"[1, 1, 3, 9, 22]",,"[1, 1, 4, 15, 23]",,,,,,,,,,,"[1, 3, 5, 13, 13]",,"[1, 4, 6, 15, 16]",,,,,,,,,,,"[1, 3, 8, 11, 12]",,"[1, 4, 11, 9, 17]",,,,,,,,,,,"[1, 3, 17, 10, 4]",,"[0, 2, 10, 21, 8]",
46705,,,,,,,,,,,"[0, 0, 3, 10, 3]",,"[0, 4, 5, 12, 11]",,,,,,,,,,,"[0, 3, 3, 6, 3]",,"[0, 4, 7, 14, 7]",,,,,,,,,,,"[0, 4, 3, 5, 3]",,"[0, 3, 6, 13, 10]",,,,,,,,,,,"[0, 0, 5, 6, 3]",,"[0, 2, 16, 10, 4]"
46710,,,,,,,,,,"[0, 0, 0, 3, 8]",,"[0, 0, 0, 1, 13]",,,,,,,,,,,"[0, 0, 1, 2, 8]",,"[0, 1, 0, 2, 11]",,,,,,,,,,,"[2, 1, 2, 0, 6]",,"[1, 3, 1, 1, 8]",,,,,,,,,,,"[0, 0, 6, 2, 3]",,"[0, 0, 3, 8, 3]",
46715,,,,,,,,,,"[0, 0, 0, 3, 3]",,"[0, 1, 1, 6, 7]",,,,,,,,,,,"[1, 0, 1, 1, 3]",,"[1, 1, 3, 3, 7]",,,,,,,,,,,"[0, 0, 4, 0, 2]",,"[0, 3, 2, 7, 3]",,,,,,,,,,,"[0, 0, 3, 1, 2]",,"[0, 1, 6, 6, 2]",
46720,,,,,,,,,,,"[0, 0, 1, 3, 16]",,"[0, 0, 0, 5, 16]",,,,,,,,,,,"[0, 0, 3, 3, 14]",,"[0, 0, 0, 7, 14]",,,,,,,,,,,"[0, 1, 3, 5, 11]",,"[0, 0, 1, 6, 14]",,,,,,,,,,,"[1, 5, 7, 5, 2]",,"[0, 5, 14, 0, 1]"
46725,,,,,,,,,,,"[1, 4, 1, 4, 2]",,"[0, 1, 0, 6, 4]",,,,,,,,,,,"[3, 4, 0, 3, 2]",,"[0, 1, 3, 3, 4]",,,,,,,,,,,"[1, 4, 3, 2, 2]",,"[0, 0, 0, 7, 4]",,,,,,,,,,,"[0, 1, 3, 3, 5]",,"[0, 1, 2, 4, 4]"
46735,,,,,,,,,,"[0, 1, 1, 1, 2]",,"[1, 2, 3, 5, 0]",,,,,,,,,,,"[0, 1, 1, 2, 1]",,"[1, 1, 4, 4, 1]",,,,,,,,,,,"[0, 1, 2, 2, 0]",,"[0, 4, 2, 5, 0]",,,,,,,,,,,"[0, 0, 1, 4, 0]",,"[0, 0, 8, 1, 2]",
46740,,,,,,,,,,,"[0, 1, 3, 11, 14]",,"[1, 3, 13, 26, 26]",,,,,,,,,,,"[0, 1, 5, 11, 12]",,"[0, 7, 6, 29, 25]",,,,,,,,,,,"[0, 1, 2, 9, 16]",,"[0, 2, 11, 29, 26]",,,,,,,,,,,"[0, 5, 13, 7, 4]",,"[1, 2, 44, 14, 7]"
46745,,,,,,,,,,"[0, 0, 0, 9, 24]",,"[0, 0, 2, 9, 15]",,,,,,,,,,,"[0, 0, 2, 5, 26]",,"[0, 2, 2, 12, 10]",,,,,,,,,,,"[1, 4, 0, 6, 22]",,"[1, 1, 11, 7, 6]",,,,,,,,,,,"[0, 2, 16, 12, 3]",,"[0, 2, 18, 3, 3]",
46750,,,,,,,,,,,,"[0, 0, 2, 5, 24]",,,,,,,,,,,,,"[0, 2, 4, 9, 16]",,,,,,,,,,,,,"[1, 4, 6, 11, 9]",,,,,,,,,,,,,"[0, 0, 2, 16, 13]",
46755,,,,,,,,,,,"[2, 3, 2, 11, 26]",,"[0, 0, 4, 7, 37]",,,,,,,,,,,"[4, 7, 3, 6, 23]",,"[0, 0, 3, 10, 35]",,,,,,,,,,,"[3, 9, 10, 6, 16]",,"[1, 5, 10, 9, 22]",,,,,,,,,,,"[0, 3, 9, 11, 21]",,"[0, 2, 18, 19, 9]"
46760,,,,,,,,,,,"[0, 1, 3, 6, 5]",,,,,,,,,,,,,"[0, 1, 2, 2, 10]",,,,,,,,,,,,,"[1, 1, 3, 5, 5]",,,,,,,,,,,,,"[0, 3, 9, 0, 3]",,
46765,,,,,,,,,,,,"[1, 3, 9, 11, 10]",,,,,,,,,,,,,"[2, 3, 10, 13, 5]",,,,,,,,,,,,,"[0, 1, 11, 14, 7]",,,,,,,,,,,,,"[0, 0, 15, 9, 9]",
46770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46795,,,,,,,,,,"[0, 0, 0, 1, 3]",,"[0, 0, 1, 0, 0]",,,,,,,,,,,"[0, 0, 0, 1, 3]",,"[0, 0, 1, 0, 0]",,,,,,,,,,,"[1, 0, 0, 1, 2]",,"[0, 0, 1, 0, 0]",,,,,,,,,,,"[0, 0, 2, 2, 0]",,"[0, 0, 1, 0, 0]",
46797,,,,,,,,,,,"[0, 0, 1, 0, 0]",,"[0, 0, 0, 1, 2]",,,,,,,,,,,"[0, 0, 0, 1, 0]",,"[0, 0, 0, 0, 3]",,,,,,,,,,,"[0, 1, 0, 0, 0]",,"[0, 0, 0, 1, 2]",,,,,,,,,,,"[0, 0, 1, 0, 0]",,"[0, 0, 1, 1, 1]"
46901,,,,"[0, 0, 0, 3, 3]",,,,,,,,,,,,,"[0, 0, 0, 3, 3]",,,,,,,,,,,,,"[0, 0, 0, 2, 3]",,,,,,,,,,,,,"[0, 0, 4, 2, 0]",,,,,,,,,
46905,,,,"[0, 0, 2, 8, 1]",,,,,,,"[1, 1, 1, 7, 3]",,,,,,"[0, 0, 6, 3, 2]",,,,,,,"[2, 1, 7, 1, 2]",,,,,,"[1, 0, 5, 3, 2]",,,,,,,"[3, 2, 3, 1, 4]",,,,,,"[0, 2, 5, 1, 3]",,,,,,,"[1, 2, 6, 3, 1]",,
46910,,,,,"[0, 0, 0, 6, 5]",,"[0, 0, 0, 2, 7]",,"[1, 1, 2, 3, 7]",,"[0, 0, 0, 4, 8]",,"[0, 0, 0, 3, 3]",,,,,"[0, 0, 1, 5, 5]",,"[0, 0, 2, 0, 7]",,"[0, 2, 3, 1, 8]",,"[0, 0, 0, 7, 5]",,"[0, 0, 1, 1, 4]",,,,,"[0, 0, 1, 6, 4]",,"[0, 0, 0, 3, 6]",,"[0, 2, 1, 1, 10]",,"[0, 0, 0, 4, 8]",,"[0, 1, 0, 1, 4]",,,,,"[0, 1, 5, 2, 3]",,"[0, 0, 3, 2, 4]",,"[0, 1, 9, 2, 2]",,"[0, 0, 4, 6, 2]",,"[0, 0, 2, 3, 1]"
46915,,,,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]",,,,,,,,,,,,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]",,,,,,,,,,,,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]",,,,,,,,,,,,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]",,,,,,,,
46920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46W11,,,,"[0, 0, 0, 3, 1]",,"[0, 0, 0, 4, 6]",,"[0, 0, 3, 6, 6]",,"[0, 0, 0, 8, 3]",,"[0, 0, 0, 2, 1]",,,,,"[0, 0, 0, 3, 1]",,"[0, 0, 1, 5, 4]",,"[0, 3, 2, 6, 4]",,"[0, 1, 0, 5, 5]",,"[0, 0, 0, 1, 2]",,,,,"[0, 0, 0, 2, 2]",,"[1, 2, 3, 2, 2]",,"[0, 5, 4, 4, 2]",,"[2, 1, 5, 2, 1]",,"[0, 0, 3, 0, 0]",,,,,"[0, 1, 1, 2, 0]",,"[0, 0, 6, 3, 1]",,"[0, 3, 6, 3, 3]",,"[0, 3, 5, 1, 2]",,"[0, 0, 1, 1, 1]",
46W14,,,,"[0, 0, 0, 0, 5]",,"[0, 0, 0, 2, 2]",,"[0, 1, 1, 5, 10]",,"[0, 1, 0, 2, 1]",,"[0, 1, 1, 2, 2]",,,,,"[0, 0, 0, 1, 4]",,"[0, 0, 0, 3, 1]",,"[1, 2, 1, 7, 6]",,"[1, 0, 0, 1, 2]",,"[0, 2, 0, 3, 1]",,,,,"[0, 0, 0, 1, 4]",,"[0, 0, 1, 2, 1]",,"[1, 0, 3, 6, 7]",,"[0, 1, 0, 1, 2]",,"[0, 1, 0, 2, 3]",,,,,"[0, 0, 3, 2, 0]",,"[0, 0, 0, 1, 3]",,"[0, 0, 4, 9, 4]",,"[0, 1, 2, 0, 1]",,"[0, 0, 1, 2, 3]",
46W17,,,,"[0, 0, 0, 0, 3]",,"[0, 0, 0, 2, 2]",,"[0, 2, 2, 4, 4]",,"[0, 0, 0, 2, 6]",,"[0, 0, 1, 2, 0]",,,,,"[0, 0, 0, 1, 2]",,"[0, 1, 0, 2, 1]",,"[0, 1, 4, 3, 4]",,"[0, 0, 1, 2, 5]",,"[0, 0, 1, 0, 2]",,,,,"[0, 1, 0, 1, 1]",,"[0, 2, 1, 1, 0]",,"[1, 3, 2, 4, 2]",,"[0, 1, 1, 3, 3]",,"[0, 0, 1, 1, 1]",,,,,"[0, 0, 1, 0, 2]",,"[0, 0, 1, 2, 1]",,"[0, 2, 2, 5, 3]",,"[0, 0, 1, 3, 4]",,"[0, 0, 1, 2, 0]",
46W21,,,,,"[0, 0, 1, 1, 1]",,"[0, 0, 2, 5, 7]",,"[0, 0, 1, 6, 8]",,"[0, 0, 0, 4, 1]",,"[0, 0, 1, 2, 8]",,,,,"[0, 0, 0, 2, 1]",,"[0, 0, 2, 6, 6]",,"[0, 1, 0, 4, 10]",,"[0, 0, 0, 3, 2]",,"[0, 0, 2, 2, 7]",,,,,"[0, 0, 0, 1, 2]",,"[0, 1, 2, 3, 8]",,"[0, 1, 0, 4, 10]",,"[0, 0, 1, 2, 2]",,"[0, 0, 1, 1, 9]",,,,,"[0, 1, 1, 1, 0]",,"[0, 1, 4, 6, 3]",,"[0, 1, 7, 5, 2]",,"[0, 1, 4, 0, 0]",,"[0, 1, 3, 5, 2]"
46W24,,,,,"[0, 0, 0, 1, 0]",,"[1, 1, 1, 5, 3]",,"[1, 0, 0, 4, 6]",,"[0, 0, 1, 5, 5]",,"[0, 0, 1, 3, 2]",,,,,"[0, 0, 1, 0, 0]",,"[1, 1, 4, 2, 3]",,"[1, 0, 1, 2, 7]",,"[0, 1, 1, 6, 3]",,"[0, 0, 0, 3, 2]",,,,,"[0, 0, 1, 0, 0]",,"[0, 1, 3, 4, 3]",,"[1, 0, 3, 4, 3]",,"[0, 2, 1, 7, 1]",,"[0, 0, 0, 4, 2]",,,,,"[0, 0, 1, 0, 0]",,"[0, 0, 2, 4, 5]",,"[0, 0, 6, 3, 2]",,"[0, 1, 4, 4, 2]",,"[0, 0, 2, 2, 2]"
46W27,,,,,"[0, 0, 0, 0, 1]",,"[0, 0, 1, 4, 8]",,"[0, 2, 1, 4, 8]",,"[0, 0, 1, 3, 6]",,"[0, 0, 1, 3, 9]",,,,,"[0, 0, 0, 0, 1]",,"[0, 1, 1, 3, 8]",,"[1, 1, 2, 3, 8]",,"[0, 1, 1, 3, 5]",,"[0, 0, 0, 6, 7]",,,,,"[0, 0, 0, 1, 0]",,"[0, 1, 1, 2, 9]",,"[1, 1, 4, 3, 6]",,"[0, 1, 4, 3, 2]",,"[0, 2, 3, 3, 5]",,,,,"[0, 0, 1, 0, 0]",,"[0, 3, 5, 4, 1]",,"[0, 1, 5, 6, 3]",,"[0, 3, 3, 4, 0]",,"[1, 0, 8, 3, 1]"
46W31,,,,"[0, 0, 0, 0, 4]",,"[0, 0, 0, 0, 3]",,"[0, 0, 1, 3, 6]",,"[0, 0, 1, 2, 5]",,"[0, 0, 0, 0, 3]",,,,,"[0, 0, 0, 0, 4]",,"[0, 0, 0, 1, 2]",,"[0, 0, 0, 3, 6]",,"[0, 0, 1, 1, 6]",,"[0, 0, 0, 0, 3]",,,,,"[0, 0, 0, 0, 4]",,"[0, 0, 0, 1, 2]",,"[0, 0, 2, 2, 6]",,"[0, 1, 0, 1, 6]",,"[0, 0, 0, 2, 1]",,,,,"[0, 0, 4, 0, 0]",,"[0, 0, 1, 2, 0]",,"[0, 2, 1, 5, 2]",,"[0, 0, 1, 4, 3]",,"[0, 0, 1, 2, 0]",
46W34,,,,"[0, 0, 2, 1, 2]",,"[0, 0, 1, 1, 2]",,"[0, 1, 2, 5, 2]",,"[0, 1, 2, 4, 12]",,"[0, 0, 0, 1, 4]",,,,,"[0, 0, 1, 2, 2]",,"[0, 0, 1, 3, 0]",,"[1, 0, 1, 6, 2]",,"[1, 1, 2, 6, 9]",,"[0, 0, 0, 2, 3]",,,,,"[0, 0, 0, 2, 3]",,"[0, 0, 0, 3, 1]",,"[1, 2, 0, 7, 0]",,"[0, 1, 1, 6, 11]",,"[0, 0, 1, 3, 1]",,,,,"[0, 0, 2, 0, 3]",,"[0, 0, 0, 1, 3]",,"[0, 0, 4, 4, 2]",,"[0, 0, 4, 4, 11]",,"[0, 0, 2, 2, 1]",
46W37,,,,"[0, 1, 0, 0, 3]",,"[0, 0, 0, 1, 1]",,"[0, 1, 2, 2, 3]",,"[0, 0, 4, 0, 7]",,"[0, 1, 0, 1, 3]",,,,,"[0, 0, 0, 1, 3]",,"[0, 0, 0, 1, 1]",,"[1, 0, 0, 4, 3]",,"[0, 2, 1, 1, 7]",,"[0, 1, 0, 2, 2]",,,,,"[0, 0, 0, 0, 4]",,"[0, 0, 0, 1, 1]",,"[0, 1, 1, 2, 4]",,"[0, 0, 1, 4, 6]",,"[1, 1, 1, 1, 1]",,,,,"[0, 0, 0, 3, 1]",,"[0, 0, 0, 2, 0]",,"[0, 0, 2, 4, 2]",,"[0, 0, 0, 5, 6]",,"[0, 0, 1, 4, 0]",
46W44,,,,,,,,,,,"[0, 0, 2, 9, 7]",,"[0, 0, 3, 7, 8]",,,,,,,,,,,"[0, 1, 2, 10, 5]",,"[0, 1, 2, 6, 9]",,,,,,,,,,,"[0, 1, 5, 10, 2]",,"[0, 0, 5, 7, 6]",,,,,,,,,,,"[0, 2, 4, 11, 1]",,"[0, 2, 6, 6, 4]"
46W47,,,,,,,,,,,"[0, 0, 0, 3, 6]",,"[0, 0, 2, 4, 5]",,,,,,,,,,,"[0, 1, 1, 2, 5]",,"[0, 2, 1, 5, 3]",,,,,,,,,,,"[1, 2, 4, 1, 1]",,"[0, 2, 4, 3, 2]",,,,,,,,,,,"[0, 1, 3, 3, 2]",,"[0, 1, 6, 3, 1]"
47201,,,,,"[1, 9, 10, 4, 4]",,"[0, 4, 4, 19, 16]",,"[0, 2, 3, 17, 11]",,"[1, 3, 6, 18, 9]",,"[9, 13, 27, 20, 4]",,,,,"[9, 7, 4, 6, 2]",,"[2, 6, 12, 15, 8]",,"[1, 3, 8, 17, 4]",,"[2, 2, 12, 10, 9]",,"[24, 21, 18, 6, 4]",,,,,"[8, 8, 5, 4, 3]",,"[3, 13, 11, 9, 6]",,"[2, 5, 11, 9, 6]",,"[6, 9, 10, 7, 3]",,"[16, 20, 24, 8, 5]",,,,,"[0, 6, 16, 3, 3]",,"[2, 8, 26, 6, 1]",,"[1, 8, 15, 5, 3]",,"[0, 6, 18, 8, 3]",,"[0, 4, 13, 28, 28]"
